communityname,Demographics_PC1,Demographics_PC2,Demographics_PC3,Income_PC1,Housing_PC1,Housing_PC2,Housing_PC3,Housing_PC4,Housing_PC5,Crime_PC1,Crime_PC2,Crime_PC3
Shermancity,0.10908372376780993,0.38041167504904727,-0.4026619627238694,-1.355237911073598,0.29625882353820066,1.570276091868279,0.2529697125968494,-0.8716743815924837,0.5540534367563482,2.303135574330711,-1.5655674422063135,0.6373100656507221
SanPablocity,4.705433271227389,0.13131389396880214,0.8262715884240813,-2.357307671236283,3.638886532250373,-1.3107067681035203,-0.8102099674265935,-0.7249578260960764,-1.0519728080033843,6.374802556284488,-0.7246939725273907,-1.9401430843350813
BowlingGreencity,-0.47899106605888697,0.787340686835555,0.8213701189990694,-1.7841891026084977,0.18636967612431418,2.237413682779506,-0.4559032018328806,-0.9989983205241192,-0.46544232533464486,2.2055721857373687,-0.602495268016036,0.005553797759291126
PineBluffcity,0.1959325485404239,4.119057087607505,-1.1028622438874238,-2.839906241778283,2.922123978885719,0.8754256719773765,0.194933200560552,0.40738240194664516,0.18772832084650917,5.789124498369575,0.19900538149544092,-0.33144654544442664
NewUlmcity,-2.2177853372850223,-0.2364611143121432,1.2304467794184357,-0.12838729420895972,-1.9064691874847821,0.7232206759884997,1.0350698667623568,1.1960793990956762,0.15084064877456246,-3.2747744011292848,-0.39448988719800987,0.009060141893889017
Maplewoodcity,-0.6989408794952185,-0.6986451033698451,-1.0520703336105726,0.785598368451055,-1.4820268352480028,0.005145716598724242,0.2796866332752868,0.6207023823478327,-0.034819064834392024,-0.09217529329629054,-0.36146256103780916,0.7651030127633079
Enfieldtown,-0.5823664001169664,-0.5558644868120115,-0.9601944098958074,1.6662798721483936,-1.5715221040844707,-0.9027708561834198,0.20810920937541003,0.36776095208496645,-0.3116336413758471,-1.8051263463206628,1.575856716354763,-0.18374264925263872
Glendalecity,7.716130063603758,-2.149765198085032,1.223524844238369,-0.8676615562467898,1.2401185481259995,-2.0138354319106977,-1.2382352263856053,-2.146715029833687,-0.9284092887570848,2.929310788493137,2.667852991241782,-0.05072886122714437
Worthingtoncity,-0.9200080609470459,-0.7800736548191433,-0.7147514201217031,3.082948555965327,-2.6798667591908667,-0.07890841528872251,-0.1748088560922994,0.619566132602335,-0.296308485600937,-2.993773531306628,0.2831084983907854,0.8794691723257124
Arlingtoncity,1.8808787574604027,-0.20252237582778718,-1.665281026778681,1.1398585484782036,0.2996799573103652,0.6809791570099998,-0.026140155221811515,-1.6777352181196017,-0.7750365372463366,5.095081318754257,1.703251217701362,0.311740315103983
Plymouthcity,-0.41245189578420427,-0.5743379558344385,-1.249718284930076,2.7888156544404397,-2.0351624425959076,-0.2746582617674504,0.5590829750116806,-0.8015161730766938,-0.19474380681399658,-0.4966024634183683,1.5589178975940705,2.0853857314872855
NewYorkcity,5.766648850543166,1.4174719986772748,-2.5495534104539836,-1.7187620861307984,3.741497262122018,-3.0720708257608025,-7.845462164912736,3.0819290459621356,-2.6035090141382944,12.88425676555634,6.45613454389248,-1.8438500399914295
Marinacity,2.400104564656737,0.26352720499833066,-0.5279254793455462,0.549628010188809,1.3028763965778998,-1.5862978571186408,1.7460370191664847,-2.4794793409485716,-1.0132543097691336,0.9034298483545959,-0.9012188608641988,-0.34460303129305647
Lebanoncity,-1.3393720430261267,-0.5734115102058127,1.2688297468820906,1.143031909587407,-1.4625137681820566,1.3498591031428804,-0.506432535670306,-0.8203094169909521,0.7838677067571064,-2.490741213929453,-0.9585331273726273,1.1234754461974554
Rockledgecity,-0.6117870541087846,0.05599153299013867,-0.5258524631971174,0.7219324894958453,-0.9622604351446289,0.6681140722354879,1.1287880872676506,-0.691891892305905,-0.41916351488081927,0.06470515376508613,-1.6003681931226559,0.01901225739821144
Rogerscity,-1.2686943259467844,-0.3469781348179415,1.0376082566064209,0.32062124424497745,-0.3256639993958006,1.335689319575956,1.3297857974604526,-0.9340871349186157,-0.13546503449509845,-0.980063413175406,-0.33436589946345774,0.9133215098297076
Bellairecity,-0.6440868560407048,-1.123342552972618,-0.41787397155577827,3.1885172925020973,-2.031055140217567,0.23279490297512406,0.2061782642721931,-0.008711883017611105,0.3425922480726585,-1.34600142233005,-0.39439698415915536,-1.1447120901452286
ElCajoncity,1.7217508048155041,-0.7575243829667039,-0.7430040982534034,-1.1844094701486787,0.940346568066233,-0.13260429819361577,-0.09256367974588944,-1.8370673337466512,-1.2330672260658393,4.185356118242527,0.46851224287681015,-0.1819121043540399
MosesLakecity,0.3919426416095601,-0.6018005333779508,2.0623241834785375,-1.3980085986726511,0.4643576833874455,0.43331054511411,1.0632627025119659,-0.6019895342992917,-0.07092782307958914,2.5556050790901548,-3.1188182167133878,1.710832675283788
WestMemphiscity,-0.9379636523642376,2.7757076464852544,-1.0602588944424316,-2.0674352886551675,3.6065521103133102,0.4999748912585483,0.3313041046314838,0.8054118091880751,0.3314323274053833,1.7395581451806796,-0.1976802821590058,-2.1321989737815503
Eunicecity,-1.920361673401637,1.5632932365412928,1.2762537954239968,-3.6616858524821647,3.1963720940698948,0.4731720620725489,1.3762828069175779,1.1848034854920648,1.0335737595493657,-0.5267301995311223,-2.1503414512554806,-1.3919715801097015
Laredocity,4.0630109429535946,-0.7797570795114324,1.4556089797511536,-2.867159207129206,6.319503868826749,-3.0197259595047563,1.8309804784269255,1.355629536357877,1.5190759733333765,3.804517898012416,1.6548754889843598,-0.3071076214552623
Amsterdamcity,-0.6294722352512855,-0.4349775895491315,1.5920261627714158,-1.9516427909397176,-0.0513891466605605,1.3079226519607783,0.018406491068711527,0.9422469474430107,0.4818106235301344,-3.587132559606103,0.7167100168753112,1.2140650206165233
Gorhamtown,-2.5270156702254254,-0.3337705278181405,0.6019478734086288,0.7598979094818223,-1.3437544399749426,-0.6272402473402017,0.6503785845897424,-0.015718962563679616,0.4654798727099771,-6.7008459546819745,1.3185547157090785,-0.40458840906291854
RockSpringscity,-1.404922812641466,-0.629812055736767,1.0006318221099206,0.19790936176808102,0.8819678472322818,0.07201735010143691,-0.16814757101505298,0.9524212166825964,0.4714083690492638,0.24031211844925982,-1.9915318993456035,-0.46173375516059834
Oakdalecity,-0.1952168079756771,-0.7247876005880087,1.951685755420078,-1.8410855632253929,0.7207620699314228,-0.4564237707583276,0.4136532397252067,-1.6436964078350327,-1.0905908455286848,-0.3599527466724328,-0.5803763252154591,1.5942891708181766
Hendersoncity,-1.1000291862978593,4.292206531389441,1.362909174176501,-2.4457409943145225,2.9796624178593554,1.428108714866952,0.3956908275872788,0.9528014241370245,1.4225195782411553,4.165896619718358,-1.9928065613398065,-1.0208012683445227
Norcocity,0.36518684347292335,-0.36491632259866535,-0.23376344069050867,1.2133417400602482,1.2055538510632193,-3.446704047218815,0.931548385735709,-1.1812924235797477,0.30356761323725706,0.7739218597946602,0.24567575039280368,-0.32316758534217077
Greenvillecity,-0.1615670403921235,4.945998615804104,0.6258608474036009,-3.1981898687316863,4.514598413433165,-0.0401025284450385,0.3371480552733715,1.4983129623421345,0.3651777023041395,5.039021910762949,-0.020003962976870685,1.821175907298584
SanCarloscity,0.30034108241009927,-1.2399216439433216,-0.8541530905597126,2.837306930615968,-3.108890571627676,-0.9362209038010916,-1.2541039430221235,-0.42856076363457735,0.47158784496751904,-2.2772086830730145,0.27694476461224404,-1.2366490287872758
SanAngelocity,0.9766978100456232,-0.3223346677433752,-0.7493427279381022,-1.3114074854384612,1.5605405562365529,0.6508125033592098,-0.15017594200586257,-1.028754504970832,-0.6075033814264702,1.8321419067643974,0.3958738313097143,-0.22066501748614595
Barbertoncity,-2.0182815180802716,0.06681720043356548,-0.8840488116365564,-2.2127355519320893,-0.2143855074636393,1.1286383022752693,0.765371721557408,1.1896991119464562,0.14269795917437758,0.446110613202559,-0.3305329895860232,0.7256449610397909
Pontiaccity,1.0310196284821003,2.5880611011444015,-1.1648202004516215,-3.0296661614875857,3.992076837754754,0.8528675088490851,-0.7708849136414421,1.1702407308716112,-1.0763320748979743,5.149524627644224,1.3983127238189306,-1.435448548397792
Suffolkcity,-0.5543411141391024,3.2564033343525356,-0.771356975742529,-1.5145695979856948,4.415746868167019,0.22891246809400634,-0.06887853416280627,2.5024537263712574,4.260526879811041,3.363259850939592,0.48478017116871924,-0.31860765509151073
Martinsvillecity,-2.1119743139470057,2.733455770917297,1.0072039866735076,-1.4596252752914742,0.5385382728170586,1.5738457350384116,-0.5687309574928824,0.9439661868113357,-0.05785856364745707,1.3146502022695299,-1.4644381048432304,0.7567001393755214
Bricktownship,-0.5781899475179216,-0.5940233879682706,-1.1883479581231757,0.6981630172739528,-1.1840277365295364,-0.5888334087212912,-0.18747244455894765,-0.22642005630974849,0.6218744146453805,-1.0666863663097117,1.8779662385567555,0.16242114359894438
LagunaBeachcity,0.418583682673689,-1.0860711048118106,-0.21083030355769425,2.718609674762337,-2.3715079813592923,0.6201787252263095,-2.310840185527616,-1.8158627230293507,1.1258852964873445,0.6130789105621478,-1.3841174798133207,-0.6205701843871749
Robstowncity,0.6247504977758777,0.05237614906022884,3.237470331565838,-3.6031125023250254,8.786377733522482,-0.9051777037248314,1.1993715331065424,4.19031711529104,4.011078133017752,-0.3943748772702376,-0.6854601974211368,-0.020009319501073743
Wyomingcity,-0.13740432093931723,-0.5490502551895046,-1.1915350251633745,0.3321002933523989,-0.7819891541923262,0.48193308440944704,1.673407630854411,0.37603666191718815,-0.9151948088522389,1.2724039056154755,0.350003429828931,-0.2140272862264629
Hastingscity,-1.8914585738825112,-0.2029524976450268,1.1678234641911487,0.9031235672161178,-1.077371466115725,0.19247643035964804,1.553937934005457,0.4479350055776522,-0.801956857672493,-2.3233554089264374,-0.4887602845831222,-0.2100884930614655
Paragouldcity,-2.861262221084334,-0.0680141163180133,1.0025700271713025,-1.8276327353589894,-0.07171898380540168,2.0673749580725684,0.4198757886053559,0.4392682024487529,0.09120822021106015,-2.6136942389682702,0.332886644409572,0.3408238460674037
BeverlyHillscity,2.0256893656092667,-1.4715894383579085,-0.07125392186200168,1.5268535379659167,-0.4211697805154754,4.884402475540938,4.455304404271921,4.083526143359161,-3.429858467060437,2.7204246509238135,-0.46164718495792884,-0.2977413459382844
UniversityHeightscity,-0.7557560721460552,0.2778878675517827,-0.5848282843678355,1.4863581347879142,-3.0423642066153103,0.13790037603496494,0.12428398868881006,0.7141832289577202,-0.6633230355793843,-3.3068486232486047,0.08378779673907652,-1.334665537746413
Marioncity,-1.8410705198766693,0.14050233991279554,0.6666638053362872,-2.271246843932465,1.2263559612116803,1.7405443204956161,0.9839628637204411,0.8285737602857959,0.3738553478565199,0.2817845399171754,-0.42126895924887275,0.7901642023637137
Toledocity,0.9791622038651521,1.0570232473945937,-1.9189123853852792,-2.0863258050774895,1.6500373581545331,1.0460466866088751,-1.4796986318892744,1.566047309343137,-0.9249654631821341,7.90897981830066,2.3136107465687936,1.5425775544086964
Philadelphiacity,2.7541709751155112,2.6083027056134935,-2.7908398745663,-2.2749599994331975,3.9451189789761205,-0.699911782037138,-5.840059165071541,3.930716322147973,-1.420172952292777,10.114844341479841,5.757317365248941,0.1390148162342825
Newtoncity,0.8619363497641533,-0.8925351094958369,-1.309365875123656,2.12622957135435,-1.929942520268814,-2.2477456068930306,-2.78887198280868,0.297658695669948,-0.5141407888854409,-0.8087715984596129,0.8310550113992939,-1.3488216637796377
OrmondBeachcity,-0.9374107179684349,-0.5535526023602051,-0.8965730213215037,0.03391710517027667,-2.572037325536319,1.0856889226148931,-0.48486651020989835,-1.0303713980880003,0.6823193854508265,-1.6636613996013478,-0.03362091753678525,0.1368860926694247
Lynchburgcity,0.16406317797198677,1.724530724324483,-1.0441007905408606,-1.354215567861907,0.24447895166830813,1.2313081751639339,-1.0689509295006105,0.27510656872380584,-0.4996302907313904,2.5615098026501317,0.7014149284045097,1.0509091415473497
Clintoncity,-0.19679500874803352,0.9426018999364544,-0.3494666576764134,1.0536750003404765,-0.2865839656752168,0.26887576939082186,1.538047530523242,-0.33885573094177524,-0.34298073370903387,-2.853679830507099,0.8455253028850406,-0.10974134594316047
Andersoncity,-0.9648552821030505,2.321650385346069,-0.6897686010876749,-2.097872479433445,1.3703071390854997,1.4261371269217586,-0.4209653703128579,-0.36643134831995894,-0.09631828685773872,3.4465406508783203,-1.1522837500888181,-2.2467277714037603
Mesquitecity,0.7784266462500816,-0.41616416404295065,-1.34786907032924,0.9035799178206657,0.46431904197182955,0.03479408236300619,1.0283367053759636,-0.5121243566813725,-0.15604668012266357,2.916363768889248,1.3970298093223728,1.065854641687473
ParkForestvillage,-0.3547634323231165,0.9924182971246187,-0.7624630641070126,0.8631227521199337,-0.7580572503961008,-1.0705648583166771,-0.10142008059640266,0.9021082809167935,-0.5961359692831653,-0.9213718214116794,0.725476616628606,-0.7995187987908745
ChippewaFallscity,-2.4391826926895157,-0.47183983933747875,-0.5285869581881176,-1.3540552360354465,-1.2667275052710898,1.2775014689526007,0.7467241498909579,0.9529879074479256,-0.02791901434625521,-3.929999148168204,0.47324911078589377,1.3307564709084119
Beavercreekcity,-0.5174228756527277,-0.7343804311981811,-1.048598358966339,2.654448299130343,-2.6106833853214457,-0.6971586211993692,1.1450680287469022,0.3856750077535282,0.12288220642596642,-1.7139701355220776,1.5837421610145734,1.791661435335933
Keenecity,-1.8390015430949016,-0.18629436315780917,0.9401367177657658,-0.1911088407749754,-1.5654277005461845,0.5203394274335771,-0.11092234330442147,-0.5294836585017506,0.23187516713689682,-0.23410349136029177,-0.9770754662393822,2.0671779668743704
Springfieldtownship,-2.455812858253452,-0.16605623866980088,-0.049502821541536804,-0.20521446493427187,-0.5525341293921598,-0.008895575860382655,0.6685183268394914,1.215958020700722,0.8498115895919768,-0.3535100387068361,0.11322207763736328,0.43796008217153726
Swissvaleborough,-1.6531273643345454,0.1354408091776271,-0.27085768274913513,-1.3936188946280519,-0.9438958693319248,1.3849760149105992,-1.7595419499769445,3.0416483116940847,0.3547109591381308,-0.04003671335099076,0.507841577803288,-0.1737315796702953
Knoxvillecity,0.45206262398500824,0.9526033843639605,-1.5653661583977532,-1.8518089102790753,0.328331367904213,2.2639713190627258,-1.7009308153799574,0.15275231928640784,-1.1408175497043456,6.068367566079282,1.5552786770606366,0.518100485799606
Kernersvilletown,-1.375239167884221,0.11113678713556216,1.6584745008485025,0.471378752590506,-1.2415790097294892,2.6587730472515427,0.10961791710544422,-1.11888742846694,0.12391848683086892,-0.6476809235725651,-1.472213033273943,-0.7546589909249999
Bloomingtoncity,-0.15434707776855494,-0.6388675269683366,-1.676325228441985,2.0332631229473628,-2.4402616096862424,0.30764033489447007,0.13660815768247186,0.2422705365185904,-0.23513213563182359,1.1250708146822375,0.7005577796537428,-0.041375581289842145
ScotchPlainstownship,0.19164497186925566,-0.41351813349129135,-0.7454076710808916,2.9456540173660772,-2.149705137231703,-1.5181294761146584,-0.3480330685295445,1.5767240468737136,0.4354842430867611,-2.7157460467192758,1.270218356334594,-0.7009518288110581
Newingtontown,-0.5845108946399439,-0.8449208633331015,-0.7501546215163338,2.128144735307147,-2.5414816297509395,-0.44117039285493365,0.3549921713575385,0.7493874265108188,0.31742461125199906,-2.5026722950576206,0.43968263016085773,0.11750142366452052
Moberlycity,-1.811420215806166,0.2610419523097391,1.3138759120475347,-1.8478257754202838,0.08417954438722292,1.9119546135575625,0.8909700041449977,-0.031333773808720204,0.8385982254978285,-0.47096850910916593,-2.0311906335935137,-0.5943739441265165
Sandycity,-0.2942573520465452,-0.7478905540424418,-1.416861917602584,2.262065305765731,1.8101642693734374,-4.432124501922035,2.619863205234671,0.0247811962821601,-0.29959863882260673,-0.8377114257255698,0.8738584911135822,0.4425886217155838
Wheatoncity,0.3157720102194071,-0.7814625970812676,-1.158027039944066,2.825840392402356,-1.7842406227851104,-1.6127402488818448,-0.2429281960141238,-0.37246279472402805,-0.3470137991201292,-2.604211198381122,0.6542832340885325,0.27955122864370535
WhiteLaketownship,-1.6050530543530004,-0.45034364219391154,-0.3555615793952189,0.8376361102565645,-0.9882606359897048,-0.9379711644798329,1.2273201860743803,-0.10971808312999451,0.19995043783493324,-1.2440859581100085,-0.18475882785408085,0.5351995410061339
Chickashacity,-1.5079942985887322,0.45565970507853437,1.3411988565371116,-2.3901507792359933,1.2111969701921617,2.380310568783375,-0.1765056904382523,-0.11637974390532543,0.46682144541037657,1.8351513950869716,-1.1881280520425637,-0.7945216899792488
Tucsoncity,2.6165516346070117,-0.25292085427248967,-1.3568883885236036,-1.480050565670387,1.6959382305873079,1.0490791035963323,-1.0254265728830447,-0.9775381308569883,-1.2967557944641457,7.456782552812916,1.274142486464857,0.8962421206835935
Gallowaytownship,-0.43819389919439655,-0.4281536194401856,-0.23909350036649835,1.6446104781578765,-0.43284171758278017,0.14121856671462318,0.9212199582221222,-1.1696042791005037,0.23791443421936725,-0.9669655517436301,0.13178795255029838,0.07000852501045206
Sweetwatercity,-1.1404912868512995,0.4129702503234832,2.1144874543233576,-2.1574916903380634,2.1989106963999245,0.9385944421268372,1.1401306844851193,0.09266025516373698,1.379774631783223,0.5535508980255718,-1.7946513229949395,0.05354356696699088
Portsmouthcity,-0.5973550300629235,-0.54921592650322,-0.829496628831562,0.3200447845316835,-0.6387532792498563,0.4848480723401426,-0.8907789133745073,-1.2941366236559242,-0.37554714261438643,0.33738536349818943,-0.9651003124565074,1.7402575040482204
Hulltown,-1.653797468079755,-0.6876761308801699,-0.24318795493683187,-0.23766448893651598,2.0291721570488233,-0.400259252143166,-2.9976633397006887,0.9012992263388017,2.9365198967975568,-2.0666272367241434,-1.1534006262975525,-0.7773665805880481
Scotttownship,-1.457000141152786,-0.7257261365674392,-0.8014966695284316,1.491354001233615,-3.4992300315973814,0.526481488330987,-0.8453699799623622,1.4307433677235721,-0.31197551629247244,-4.26234047915253,1.8599568393644381,-0.14376243380353423
Pittsfieldtownship,0.5366395951448788,0.1992606399190037,0.05765077590768478,1.1625671718432347,-1.2435322548104037,1.1529386418814624,0.2663284968199409,-1.8308477625386594,-0.6257254744786698,1.016348478148223,-1.5670805752206594,1.0696643236932446
Duncanvillecity,-0.005971218062860051,-0.08776023091214183,-0.9829564957305279,1.7904968771278857,-0.4811320160574526,-0.9225603889410218,0.9783114680354629,-0.5411824586893071,0.16008387979101146,1.192294099193549,0.007886880005633935,0.600399628067054
Mexicocity,-2.154462931122222,0.49465333123798716,1.2734721215520788,-1.204336701203843,-0.7031349754640774,1.5872847498833214,0.6740703086826675,0.3288207480664502,0.5024072061526973,-3.62287628651125,-0.18757347540065483,-1.088249100960238
NewProvidenceborough,-0.14432413122455773,-1.2874914432664872,-0.37582077789256163,3.2307118410977993,-2.6755002975748527,-1.846777093481635,-0.7290446412061592,1.2823010405163413,0.8551727034200636,-5.959537005467474,1.775358481383408,-0.4223977107448859
Barnstabletown,-0.47550177730438264,-0.30539873323516376,-0.42614044011985447,-0.46001050636718926,-0.576931346035257,1.1902511259380253,-2.490774249081437,-1.9561673176976684,2.028786807583134,1.0408649347317787,-1.0358399235625084,-2.190711163162301
Rutherfordborough,1.1553240480023037,-1.2625751873434161,-0.16444766393926083,1.4802999892776942,-1.2030447099039605,-1.7721183412856931,-1.88977049203075,1.8019421665934445,-0.30197965561381995,-3.315815982274937,0.8483011368754496,-0.6473311522958953
Portlandcity,1.8890905733784038,-0.21447577764774264,-2.1315487723647952,-0.9146031680220345,1.0138310235906192,0.9730605956461846,-2.4955618734889717,0.4721890199582057,-2.0045115365714596,9.419454994410252,2.041505731679273,1.6968157079308444
Manassascity,0.7472747074818187,-0.2789465573875817,-0.47461555890959845,2.368871365639587,0.8085144462767999,-0.7565964526139705,0.7254521425351331,-1.9802482198268718,-0.40541754152880094,-0.8367855718920407,0.3245830511401441,0.3176833321791316
Torrancecity,3.7606422294598114,-1.2171764622461496,-0.8161381218431424,1.4685588758228985,-1.001962688601505,-1.4490981023352256,-0.4760229539338674,-1.123955722651284,0.4127030791297261,3.824767015003078,2.0259075334385344,-0.592013186171601
SouthJordancity,-1.5616925181286618,-0.9005047500952283,-0.44297025712057875,2.2922712662865004,3.066393053286525,-5.224612637816043,2.7531443773472333,0.3977965261068273,-0.18927781567869228,-2.584905294802296,-0.578109839169217,-0.7379289415166128
RedwoodCitycity,3.2794139320093585,-1.2663900235247563,0.006195848434595507,0.9012086831005672,0.8273531404250714,-1.7656700149502116,-1.5616457308183629,-1.5417769635185927,-0.4776184198499287,1.4061963228332004,0.3213165794057801,-1.5988391233409658
Lancastertownship,-0.4203528268440587,-0.6766547339550368,-0.10151482347041298,0.8332707771076178,-2.593739167180936,0.920606406911022,0.12422675119977179,-0.3180401510080014,-0.43640531683935496,-3.559154560525177,0.6475420780785079,0.42160652302404655
Algonquinvillage,-1.4112853263884924,-0.9197556342381183,-0.4985168120225301,5.424488981750091,-1.6674712545089037,-1.060872984052456,0.9905416430062834,-0.12486896640674447,-0.4024302072539729,-3.808978498650574,0.41330873559438125,0.8953763741127296
Sebastiancity,-1.9259010751833976,-0.606581558988512,1.2052865683603582,-0.4968906977012673,-1.0616420894448324,1.6454664356709383,1.3221847009654781,-2.0466938551800027,-0.11723001177068909,-2.595085511957772,-1.5782923619462867,-0.6552509430530097
GrandForkscity,-0.07804276676119472,-0.3239105790701458,-0.7982715489226164,-0.19072016631220445,-0.5648588979321975,0.9383531491602419,-0.15599279311192843,-0.6312640161076531,-1.2433283473138266,-0.4579060186106845,0.6648031568005542,1.6493158261855996
NewHaventown,2.576885467936537,1.98325955721126,-0.9343184250084416,-2.0810757094049435,2.930153737030669,0.39028694910476247,-3.5924480056574057,0.16984246279925513,-1.1342237737413212,8.558428281095885,0.2694452127099687,0.6190166312918148
Westwegocity,-0.5351108778225188,0.5003052556343136,0.06109718874244456,-2.2622048589454997,2.714052888878642,0.9417603029012998,0.4924361799132488,1.1265493835436353,0.9692044378074792,0.5172536415247113,-1.6843633095244233,-0.7297999464743741
Doltonvillage,0.03798363022021354,2.024278007879563,-0.7445156030749518,0.225010791158901,0.12687642204516664,-0.5772352568077843,0.460837424450056,1.4645756799423715,-1.0814555746397725,0.37266603533969883,-0.6928204236949006,-0.6131981431897244
Munstertown,-0.5943100924722655,-1.1468986864204027,-0.8763983669850515,3.1847935934119174,-2.8971314604508738,-0.4360520553707376,0.9052253418685293,1.3544881309969097,-0.37124586294348955,-2.111223390449192,0.5126908215708618,-1.2607726649656015
Newberrytown,-1.3492433630692067,2.874602286385442,1.2388543296819017,-2.6158212990824112,2.6820021210606657,1.5138799457035061,0.6099041421755221,0.4389031953171568,0.9559970485602582,-0.4959796280617924,-2.5615212505349714,-0.5988920279953686
NorthTonawandacity,-1.6314799477913329,-0.4193162336090066,-0.9134373272212215,-0.23870674453353388,-1.437998988437019,0.3444049048187787,0.7358655666990144,1.832375926889513,-0.049243812887587855,-2.8195573599940262,1.1019194475056595,-0.1698027780008778
Redlandscity,1.802523537675792,-0.7139900123546926,-0.6308750708393303,0.1270014047233821,0.4467343131156486,-0.8357814328434305,-0.3387104707046074,-1.6678465027357812,-1.306118059532529,2.6871176325674804,0.7643008588299197,-0.9945377308995876
Avondalecity,1.6445799916617176,0.08173930401876658,2.597147856840765,-2.240023164923946,4.2012445867314545,-1.340329291158705,1.2041608650325772,-1.2357447541407323,1.0043070055968233,1.9933503454559252,-0.9724384707611462,0.7288442861233235
Lafayettecity,0.0008008139763367561,-0.688661748576023,1.6288323251064738,1.0257126518947826,-0.03009179937892922,-0.2821908889033929,0.5491327522351612,-1.0764505105804594,-1.082934038931678,-1.8958286232850179,-0.5035817318328262,0.12276937460688316
Oshkoshcity,-0.41041672949977326,-0.6231566061649484,-1.320903030184688,-0.6229885655231303,-1.005407039167749,0.9665776904383553,0.3105145991171783,-0.06455121833559829,-0.9895374723524408,0.4105811258117918,0.44976452541510403,0.9284021251168243
Tukwilacity,0.7829103913578211,-0.711294931533131,-0.15471387948750848,0.17710196755690683,-1.0335849635487364,1.2555340690037153,-0.9229610449527742,-0.871878569671369,-1.320896939349979,5.7238195621229115,-2.6285170629696957,1.743947105980493
Dublincity,0.6730883038167766,-0.39542188050234384,-0.7195065090273854,2.243916680200939,-0.7456101925664045,-1.7199539413030538,0.756063369510412,-1.6804145330324713,-0.4717951773118548,-2.33017358345385,0.31377554617410913,-0.9126339805301515
Breacity,1.4654414268440588,-1.228331222850722,-0.42934504476102797,2.2125556162127373,-0.4573788400130946,-1.5815529577166685,-0.3186563157917175,-0.8408249758142761,-0.2702195954880755,1.1408154744192258,0.3720104004044053,0.26450851705507317
NorthAugustacity,-1.219707898155493,0.44235392822278086,-0.6646544649551958,0.6468294239089071,-1.1882516414377455,1.0742433689042012,0.5196035647737774,-0.10761687179768811,0.04018318028114215,-0.8678695026641193,-1.0431585483538683,-1.0247638331800262
Tallahasseecity,1.183052320271296,1.5395714242203038,-1.4039425148854676,-0.5542617743810433,0.1920253957679088,1.4334674235149514,-1.5238223196668328,-1.498817775918588,-1.3676723585565895,7.252562867625121,-1.1768315786607118,0.1786718318986066
