Community,Min-Max Value,Min-Max Rank,Z-score Value,Z-score Rank,Rank Difference
Woostercity,0.9401513933743477,555.0,0.6752400920450137,555.0,0.0
LosAngelescity,0.12572152971606437,2172.0,-3.3298394585179723,2172.0,0.0
Harrisontown,0.7954472388245092,1522.0,-0.03636403266845731,1522.0,0.0
Swanseatown,0.9359427744735572,583.0,0.654543584895883,583.0,0.0
Superiorcity,0.9079218482851339,790.0,0.5167465277484593,790.0,0.0
Monroecity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Madisontownship,0.9198974149142931,712.0,0.575638151389822,712.0,0.0
Seasidecity,0.6114882144057517,1882.0,-0.941009797414401,1882.0,0.0
Grapevinecity,0.9013495345676665,837.0,0.4844262010459535,837.0,0.0
Columbiacity,0.793262556443717,1529.0,-0.047107532039272634,1529.0,0.0
Lebanoncity,0.7702685917201266,1596.0,-0.16018376120301372,1596.0,0.0
WestChesterborough,0.8377928131986965,1364.0,0.17187660480165962,1364.0,0.0
Eatontownborough,0.9269410062690885,663.0,0.6102760557157981,663.0,0.0
Parkersburgcity,0.9287092107378233,649.0,0.6189714632333143,649.0,0.0
Spokanecity,0.7174453098741798,1718.0,-0.41995007792981953,1718.0,0.0
Durangocity,0.8757544095512266,971.0,0.3585583806580979,971.0,0.0
Aberdeencity,0.8159606026508452,1450.0,0.06451347396554367,1450.0,0.0
Sumtercity,0.4736924785550408,2033.0,-1.618640749368318,2033.0,0.0
Burrillvilletown,0.9751757244523679,250.0,0.8474774306202879,250.0,0.0
AnnArborcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Derrytown,0.9248659233388375,674.0,0.6000715278853234,674.0,0.0
Daniacity,0.03985766684689684,2188.0,-3.7520877289398644,2188.0,0.0
Salemcity,0.9909178588651341,81.0,0.924891709531403,81.0,0.0
Greendalevillage,0.980652043664421,178.0,0.8744080419193742,178.0,0.0
UnionCitycity,0.689702035627128,1775.0,-0.5563817405083774,1775.0,0.0
FosterCitycity,0.9400746737589688,556.0,0.6748628119667742,556.0,0.0
Flintcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
NewBrunswickcity,0.45921073782350097,2042.0,-1.6898568555655005,2042.0,0.0
Houmacity,0.47801069690637277,2030.0,-1.5974052706788453,2030.0,0.0
EastPaloAltocity,0.15137145445777503,2170.0,-3.203702152359946,2170.0,0.0
Brentwoodcity,0.984210372491999,141.0,0.8919066512624756,141.0,0.0
LeagueCitycity,0.9605515044351244,387.0,0.7755606614206614,387.0,0.0
NewIberiacity,0.8817056597156259,939.0,0.3878245352986655,939.0,0.0
Astontownship,0.91024900995163,771.0,0.5281906901217197,771.0,0.0
GloucesterCitycity,0.9491202817436541,493.0,0.7193459297629966,493.0,0.0
Shalertownship,0.9785038944338091,203.0,0.8638441997286719,203.0,0.0
Arnoldcity,0.8618316260174481,1263.0,0.2900910293166592,1263.0,0.0
Goshentownship,0.9827052067045636,156.0,0.8845047754417797,156.0,0.0
Chestercity,0.0,2204.0,-3.9480937124442184,2204.0,0.0
UnionCitycity,0.6721661235405005,1808.0,-0.6426171869630888,1808.0,0.0
Tampacity,0.0,2204.0,-3.9480937124442184,2204.0,0.0
Dallascity,0.37070552819628527,2103.0,-2.125094340109633,2103.0,0.0
Searcycity,0.9799688737560462,186.0,0.871048452651243,186.0,0.0
Bellinghamcity,0.883952448451725,922.0,0.3988734518756755,922.0,0.0
BullheadCitycity,0.7130905583726673,1726.0,-0.4413652137994063,1726.0,0.0
CulverCitycity,0.6674058540719848,1814.0,-0.6660265175319405,1814.0,0.0
Newbergcity,0.922045564144905,696.0,0.5862019935805244,696.0,0.0
Readingcity,0.5711483099764726,1922.0,-1.1393872556962599,1922.0,0.0
Rustoncity,0.5351923835688503,1976.0,-1.316205852364441,1976.0,0.0
Richmondcity,0.0,2204.0,-3.9480937124442184,2204.0,0.0
Methuentown,0.8748630006868231,975.0,0.3541747454633166,975.0,0.0
Florissantcity,0.9423799155353566,544.0,0.6861991800319664,544.0,0.0
WestFargocity,0.992068653095819,68.0,0.9305509107049935,68.0,0.0
Douglascity,0.9488426298022825,499.0,0.7179805351941299,499.0,0.0
Selmacity,0.0,2204.0,-3.9480937124442184,2204.0,0.0
Nortoncity,0.9461757098391078,515.0,0.7048655610458089,515.0,0.0
Missioncity,0.9426100743814937,540.0,0.6873310202666847,540.0,0.0
Middletownship,0.9233461442913299,683.0,0.592597789192582,683.0,0.0
MountLaureltownship,0.9701816428226971,292.0,0.8229182940987064,292.0,0.0
Greeleycity,0.9334987067264835,599.0,0.6425245195462576,599.0,0.0
CostaMesacity,0.8439376890590521,1335.0,0.20209494249683085,1335.0,0.0
LosAlamitoscity,0.8777929593312971,963.0,0.368583251308458,963.0,0.0
SouthOrangeVillagetownship,0.7622824450906752,1613.0,-0.19945682077592958,1613.0,0.0
RedBluffcity,0.649449810758282,1841.0,-0.7543280215579627,1841.0,0.0
Plainfieldtown,0.9384233753708113,570.0,0.6667423074256223,570.0,0.0
Fredericksburgcity,0.8446939252677879,1331.0,0.20581384612519057,1331.0,0.0
Colleyvillecity,0.9963138051467901,42.0,0.9514270750342381,42.0,0.0
Pittsburgcity,0.6907614969823618,1772.0,-0.5511716822850719,1772.0,0.0
MissionViejocity,0.9255089067820139,671.0,0.6032334942553299,671.0,0.0
LongBeachcity,0.41169937601379486,2077.0,-1.9235010183037338,2077.0,0.0
Duluthcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Shelbycity,0.4894857593780596,2014.0,-1.5409749504050436,2014.0,0.0
Coronacity,0.8181343250865836,1442.0,0.07520307618232608,1442.0,0.0
Beverlycity,0.976034253481609,240.0,0.8516993743529663,240.0,0.0
CoralSpringscity,0.9002864198974149,846.0,0.47919817710463686,846.0,0.0
NorthBranfordtown,0.9884774444330785,100.0,0.9128906098997892,100.0,0.0
Geneseetownship,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
SanBrunocity,0.9048311437798658,811.0,0.5015475303108163,811.0,0.0
Valdostacity,0.6578707018748812,1831.0,-0.71291704154169,1831.0,0.0
OklahomaCitycity,0.5001497859157399,2005.0,-1.4885330195297721,2005.0,0.0
PortLavacacity,0.5546645526150428,1947.0,-1.220448575363689,1947.0,0.0
Alicecity,0.7614348760064882,1619.0,-0.20362486735457425,1619.0,0.0
Sterlingcity,0.9490874019084916,494.0,0.7191842383008937,494.0,0.0
Coronadocity,0.8863563297336001,913.0,0.41069489432717543,913.0,0.0
Bremertoncity,0.7811481638438719,1569.0,-0.10668185296506957,1569.0,0.0
RapidCitycity,0.8460967982347182,1323.0,0.21271268184156772,1323.0,0.0
LaPalmacity,0.8716626967310137,993.0,0.33843677648533227,993.0,0.0
Glenviewvillage,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Dinubacity,0.793342929374114,1528.0,-0.04671228624302224,1528.0,0.0
TempleTerracecity,0.9309048530636699,627.0,0.629768859758165,627.0,0.0
Bendcity,0.8250756236208736,1415.0,0.10933794040398263,1415.0,0.0
Bernardstownship,0.9802501790124358,182.0,0.8724318129381206,182.0,0.0
Pocatellocity,0.8817093130306439,938.0,0.3878425010166773,938.0,0.0
Clearlakecity,0.39159153015446213,2095.0,-2.022384330238469,2095.0,0.0
Gulfportcity,0.8637021233066883,1252.0,0.29928947693849484,1252.0,0.0
Fremontcity,0.8835432771697037,928.0,0.3968612914583991,928.0,0.0
Midlandcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Laurelcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
MountVernoncity,0.47943914307842933,2026.0,-1.5903806749363885,2026.0,0.0
Raytowncity,0.9087182709590682,783.0,0.5206630542749437,783.0,0.0
Natchitochescity,0.7198418845260188,1711.0,-0.40816456691434244,1711.0,0.0
Lebanoncity,0.8642428139293595,1249.0,0.30194840320418265,1249.0,0.0
Pariscity,0.3564758662009907,2109.0,-2.195070811764029,2109.0,0.0
Hawthorneborough,0.9797642881150354,190.0,0.870042372442604,190.0,0.0
DeSotocity,0.9072350250617409,793.0,0.5133689727623162,793.0,0.0
SunPrairiecity,0.9808493226753956,175.0,0.8753781906919896,175.0,0.0
Hendersonvillecity,0.8615758939661848,1265.0,0.2888334290558616,1265.0,0.0
BoyntonBeachcity,0.5120194064093758,1999.0,-1.43016240171074,1999.0,0.0
Raritantownship,0.9873412634624658,110.0,0.9073032715982442,110.0,0.0
TraverseCitycity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Rockwallcity,0.8638957490026449,1251.0,0.3002416599930993,1251.0,0.0
Meridiancity,0.8449971504142858,1329.0,0.20730500072013647,1329.0,0.0
NewPortRicheycity,0.8171625432917828,1446.0,0.0704241951912936,1446.0,0.0
LowerAllentownship,0.9725891774195904,275.0,0.8347577022682181,275.0,0.0
Willingborotownship,0.9007211643845625,842.0,0.4813360975479934,842.0,0.0
RidgefieldParkvillage,0.9817772646899796,167.0,0.8799414830668847,167.0,0.0
Emmetttownship,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Hinghamtown,0.9940487498356008,52.0,0.9402883298671715,52.0,0.0
ElDoradocity,0.8190513071561134,1437.0,0.0797124714031866,1437.0,0.0
Westbrookcity,0.9777586181701274,213.0,0.8601791932543467,213.0,0.0
Newburghcity,0.4397970218175973,2056.0,-1.7853266810780704,2056.0,0.0
Butlertownship,0.9885687773085297,99.0,0.9133397528500742,99.0,0.0
Lindencity,0.8140791454165508,1455.0,0.05526112918967344,1455.0,0.0
Kalamazoocity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
ForestParkcity,0.5116211950724087,2000.0,-1.4321206649739822,2000.0,0.0
Viennatown,0.9735463459543188,267.0,0.8394647203872042,267.0,0.0
Westfieldtown,0.9757054551299849,242.0,0.8500824597319411,242.0,0.0
GrandTerracecity,0.8921943271324398,888.0,0.43940411170938976,888.0,0.0
Carsoncity,0.5447713755461705,1958.0,-1.269099739738555,1958.0,0.0
Berkeleytownship,0.9689395157165611,310.0,0.8168099499748317,310.0,0.0
Auburncity,0.937784045242653,575.0,0.6635983067736276,575.0,0.0
Hilliardcity,0.9557072087211934,439.0,0.7517381193375471,439.0,0.0
Davietown,0.8120296356914264,1465.0,0.045182361385279646,1465.0,0.0
Greenfieldtown,0.3945251421139542,2090.0,-2.007957858675317,2090.0,0.0
Weirtoncity,0.9197658955736433,714.0,0.5749913855414115,714.0,0.0
Lenoircity,0.6524857155382794,1836.0,-0.7393985098904906,1836.0,0.0
Independencecity,0.974795779690491,254.0,0.8456089959471026,254.0,0.0
Lomitacity,0.5374245590448773,1970.0,-1.3052287986594766,1970.0,0.0
Milfordtown,0.9580526369627799,411.0,0.7632721103008648,411.0,0.0
Kokomocity,0.8293171223568264,1397.0,0.13019613901521535,1397.0,0.0
WestMonroecity,0.7852581432391751,1556.0,-0.08647042020224661,1556.0,0.0
RedWingcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
RedondoBeachcity,0.7889151115722405,1543.0,-0.06848673647283746,1543.0,0.0
Leesburgcity,0.27031973813037946,2141.0,-2.6187563396268323,2141.0,0.0
Sanfordtown,0.9956160219783431,46.0,0.9479956228940613,46.0,0.0
Mariettacity,0.9287165173678594,648.0,0.6190073946693371,648.0,0.0
LakeOswegocity,0.9580818634829242,410.0,0.7634158360449559,410.0,0.0
Renocity,0.7567513261533514,1629.0,-0.22665691784518702,1629.0,0.0
Johnstontown,0.9745546608992999,258.0,0.8444232585583505,258.0,0.0
GlendaleHeightsvillage,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Rockfordcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
LaPuentecity,0.3996945828644912,2086.0,-1.982536367689188,2086.0,0.0
WalnutCreekcity,0.9006736712893278,843.0,0.481102543213845,843.0,0.0
Wausaucity,0.9901652759714163,88.0,0.921190771621055,88.0,0.0
UpperDarbytownship,0.904381786032646,813.0,0.49933774699541433,813.0,0.0
Louisvillecity,0.8973053148426883,862.0,0.4645381512073362,862.0,0.0
Napervillecity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Hollistercity,0.6724583887419444,1806.0,-0.641179929522177,1806.0,0.0
SaddleBrooktownship,0.976330171998071,237.0,0.8531545975118903,237.0,0.0
Newportcity,0.574874691294881,1920.0,-1.1210622233246337,1920.0,0.0
Quincycity,0.8730180766027091,987.0,0.34510205786756026,987.0,0.0
Eagancity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
MapleGrovecity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
RockHillcity,0.25974339115313233,2144.0,-2.67076709326983,2144.0,0.0
Arvadacity,0.9104389823325685,770.0,0.5291249074583124,770.0,0.0
Monroecity,0.9769914220163376,226.0,0.8564063924719533,226.0,0.0
YubaCitycity,0.7726067133316771,1589.0,-0.14868570167571873,1589.0,0.0
Pawtucketcity,0.8404889596820153,1350.0,0.18513530469407086,1350.0,0.0
Wichitacity,0.6883612690155045,1779.0,-0.5629751590185608,1779.0,0.0
Denvilletownship,0.9491823880989609,492.0,0.7196513469691904,492.0,0.0
Lancastercity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Perriscity,0.5037665677836068,2003.0,-1.4707469586984883,2003.0,0.0
SaltLakeCitycity,0.7165027545995236,1720.0,-0.42458523317676017,1720.0,0.0
BlueSpringscity,0.9300463240344288,638.0,0.6255469160254866,638.0,0.0
Americuscity,0.7858645935321711,1555.0,-0.08348811101235397,1555.0,0.0
Bessemercity,0.0,2204.0,-3.9480937124442184,2204.0,0.0
OakRidgecity,0.882947786821762,932.0,0.393932879422541,932.0,0.0
Speedwaytown,0.9399468077333372,558.0,0.6742340118363754,558.0,0.0
Lakewoodcity,0.9671165115225554,325.0,0.8078450566871436,325.0,0.0
Jolietcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Venicecity,0.8787976209612601,957.0,0.37352382376159243,957.0,0.0
Madisonvillecity,0.6254365711446566,1871.0,-0.872416686046883,1871.0,0.0
Corningcity,0.8063633440984348,1486.0,0.017317532749600666,1486.0,0.0
Zanesvillecity,0.721931580716342,1706.0,-0.3978881762118226,1706.0,0.0
PlantCitycity,0.08601364878490743,2179.0,-3.5251088475838595,2179.0,0.0
WestLinncity,0.9054595139629699,805.0,0.5046376338087765,805.0,0.0
Burnsvillecity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Muhlenbergtownship,0.9510601920182373,482.0,0.7288857260270489,482.0,0.0
RiverEdgeborough,0.9779010974558313,210.0,0.860879856256791,210.0,0.0
MorenoValleycity,0.5690293872660052,1928.0,-1.1498073721428708,1928.0,0.0
Pierrecity,0.9015431602636231,834.0,0.48537838410055795,834.0,0.0
Ramseyborough,0.9402975259750697,554.0,0.6759587207654698,554.0,0.0
CopperasCovecity,0.8552300857798366,1288.0,0.2576269768700632,1288.0,0.0
Ketteringcity,0.9588892461019127,403.0,0.7673862597254749,403.0,0.0
GrandChutetown,0.9317305022577484,619.5,0.6338291120287406,619.5,0.0
Dumontborough,0.986975931960661,114.0,0.9055066997971044,114.0,0.0
Novicity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Xeniacity,0.8446281655974631,1332.0,0.20549046320098568,1332.0,0.0
SouthPortlandcity,0.9513707237947713,474.0,0.7304128120580176,474.0,0.0
Troycity,0.9633462904239306,355.0,0.7893044356993812,355.0,0.0
Melrosecity,0.9812183074922183,170.0,0.8771927282111405,170.0,0.0
Berlintown,0.9839984802209524,144.0,0.8908646396178147,144.0,0.0
Fergusoncity,0.8122817144276715,1462.0,0.0464219959280654,1462.0,0.0
Paradisetown,0.9156193830281596,739.0,0.5546002955984747,739.0,0.0
Greenvillecity,0.36627405707939387,2104.0,-2.1468867560574587,2104.0,0.0
Pullmancity,0.9302984027706741,633.0,0.6267865505682731,633.0,0.0
Dickinsoncity,0.9944360012275137,49.0,0.9421926959763796,49.0,0.0
Nilescity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
AgouraHillscity,0.8731934357235756,985.0,0.3459644123321082,985.0,0.0
Greenvillecity,0.4818466776753225,2022.0,-1.5785412667668772,2022.0,0.0
Burlingamecity,0.9079912612704768,789.0,0.5170878763906759,789.0,0.0
Middletoncity,0.9803232453127967,181.0,0.8727911272983482,181.0,0.0
Branfordtown,0.9817699580599435,168.0,0.8799055516308619,168.0,0.0
Haddontownship,0.8944849556487555,877.0,0.45066861690253635,877.0,0.0
Burkburnettcity,0.9521634931536875,471.0,0.7343113728664911,471.0,0.0
Harrisburgcity,0.23862357703380047,2153.0,-2.774626909093723,2153.0,0.0
Roycity,0.8734528210898568,983.0,0.34723997831091674,983.0,0.0
Buffalocity,0.30144598208414314,2126.0,-2.4656884221697197,2126.0,0.0
Albanycity,0.5098493372886557,2001.0,-1.44083403820951,2001.0,0.0
Lancastercity,0.8323676403968961,1380.0,0.14519751355473348,1380.0,0.0
CapeCoralcity,0.8969545966009557,865.0,0.46281344227824195,865.0,0.0
Lodiborough,0.9323332992357264,612.0,0.6367934555006214,612.0,0.0
Detroitcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Sarasotacity,0.33334672882173283,2118.0,-2.308811772494191,2118.0,0.0
BrooklynParkcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Dothancity,0.548658502725373,1952.0,-1.2499842157744272,1952.0,0.0
Visaliacity,0.7241929827125132,1702.0,-0.38676739676276745,1702.0,0.0
Highlandtown,0.8910106530665924,891.0,0.4335832190736963,891.0,0.0
DelrayBeachcity,0.4966389501833964,2010.0,-1.505798074538726,2010.0,0.0
Oxfordtown,0.8463488769709633,1322.0,0.21395231638435347,1322.0,0.0
Andrewscity,0.9444294252604812,529.0,0.696277947836361,529.0,0.0
