communityname,DemographicsScore,IncomeScore,HousingScore,CrimeScore,CRI_EqualWeights,CRI_PCAWeights,CRI_StakeholderWeights
LagunaBeachcity,0.28819981380063825,0.4967418934756246,0.8073816544319068,0.8687698693478314,0.6152733077640002,0.40605694051922786,0.6287698224935458
Robstowncity,0.26854151861284953,0.14349843995290334,0.6379145375196438,0.8331043239010876,0.47076470499662104,0.281048941110116,0.4742720403826959
Wyomingcity,0.2899118594903342,0.3307291774023166,0.8450271781696833,0.8820243744282565,0.5869231473726477,0.3638960808595759,0.5908138730811754
Hastingscity,0.028043864419622113,0.37051606190180214,0.8660419173168319,0.9479154273452813,0.5531293177458844,0.21932106567542567,0.5743466031214158
Paragouldcity,0.027234567090551078,0.23077502510956036,0.7828697756811887,0.9542804145191326,0.49878994560010814,0.17360545717633455,0.5175375004429558
BeverlyHillscity,0.2873148600772198,0.4986394509790297,0.8284749036235817,0.6641408950521247,0.5696425274329889,0.40054109255064435,0.5719920565495066
UniversityHeightscity,0.35056365550449137,0.4262590493021303,0.9076738543443386,0.9521660442437246,0.6591656508486712,0.4348001079191637,0.6651750300335224
Marioncity,0.04856073956747593,0.23538380114259952,0.7379255493490845,0.9221385320600345,0.48600215552979864,0.18337854164987147,0.5045539577441023
Toledocity,0.37509914099318176,0.251869842889996,0.6779906656540458,0.541811764395453,0.46169285348316913,0.36927405307730904,0.44872244351508017
Philadelphiacity,0.4778302934323826,0.24547568348857476,0.5871302933147765,0.34622411415872195,0.41416509609861396,0.41643037687030116,0.3905020566436208
Newtoncity,0.2822246812293734,0.539322810894461,0.9139308930557187,0.9503986764487338,0.6714692654070717,0.42523923476605124,0.6861475610599769
OrmondBeachcity,0.2892137950532031,0.34378374365707115,0.8114187381222063,0.9609690034564801,0.6013463200722401,0.36732638243559274,0.6115523307691473
Lynchburgcity,0.39983317982813915,0.2632789935045004,0.710766559854046,0.7939386204289911,0.5419543384039192,0.39877721139809846,0.5392852321164845
Clintoncity,0.35342614821035606,0.37292125788287955,0.8285212307734717,0.9128247576104433,0.6169233486192877,0.4142474937667724,0.6221132804447624
Andersoncity,0.4380182926860518,0.22522182056607165,0.6403671877100269,0.6115401800500982,0.4787868702530621,0.39972956859088093,0.46670569626406666
Mesquitecity,0.3192054345954773,0.3660686854100355,0.7996902137428752,0.7771432306634408,0.5655268911029572,0.3845800388502383,0.5667427044897134
ParkForestvillage,0.3972513192234399,0.37531804911514477,0.8175384623177654,0.8668711557988149,0.6142447466137912,0.4392027971741248,0.6156147177824289
ChippewaFallscity,0.2688953889377801,0.25867946902828337,0.8045611845125237,0.956579265944308,0.5721788271057238,0.3304280011336112,0.5792689351818381
Beavercreekcity,0.2747003737119047,0.469274973806925,0.9427826701694241,0.896038025918142,0.645699010901599,0.4013233531055149,0.6530905086937859
Keenecity,0.028224252816634186,0.3293302969153843,0.8092005082417643,0.8916962650529172,0.5146128307566751,0.20164032331226883,0.5337929208021701
Springfieldtownship,0.21706168060084172,0.33891082677970447,0.8865308517827,0.9102837438157828,0.5881967757447573,0.3259093981203692,0.5954768776553545
Swissvaleborough,0.3173689620214687,0.2631119582629422,0.7364075038528728,0.6626284006132965,0.494879206187645,0.3458525373966606,0.48847740083773994
Knoxvillecity,0.34713246982377416,0.2262918918348255,0.6838774278375156,0.5915338002341465,0.46220889743256544,0.3472345489755686,0.4515496871529495
Kernersvilletown,0.05665117538324401,0.29661132094616505,0.7316904965124245,0.8779495841377974,0.4907256442449077,0.2034579445226778,0.5100366059043224
Bloomingtoncity,0.27771711547291494,0.4154086521092447,0.8769945350916798,0.8774663227693762,0.6118966563608039,0.38244867923079123,0.6188048225765052
ScotchPlainstownship,0.3290974947179672,0.5325714483316525,0.9292034113665907,0.9195266995361896,0.6775997634881,0.45199861019297755,0.6872896255772641
Newingtontown,0.27864263798354466,0.442353545625962,0.9016409612968692,0.9617125609549805,0.6460874264653391,0.395351049100393,0.6572765518303655
Moberlycity,0.06336152151207919,0.23915962943189806,0.7446322993164738,0.8642858319798409,0.4778598205600729,0.19195594585016046,0.49263240258923224
Sandycity,0.27512331480527685,0.43041202613801566,0.9300560640804388,0.9721427650471823,0.6519335425177284,0.3923720694672279,0.6618023131327027
Wheatoncity,0.284931624205952,0.49042791443353445,0.9149503622361911,0.9640040632475076,0.6635784910307964,0.41373945152988223,0.6763059905927412
WhiteLaketownship,0.23318005840391906,0.40934457495041465,0.8838801876096654,0.9144150520415048,0.6102049682513759,0.35540949023733914,0.6205399373002927
Chickashacity,0.0803377262457413,0.20962175470781327,0.6755866836683964,0.6958508463090465,0.41534925273274936,0.18295624688434875,0.42282666228788546
Tucsoncity,0.36431235604405193,0.2462706913310348,0.7092504260406792,0.716916052806389,0.5091873815555388,0.3695746929993931,0.5036685796581734
Gallowaytownship,0.22616957116829314,0.41411620425404766,0.8244636890282433,0.9093082740603167,0.5935144346277252,0.3478017524817755,0.6071539955336166
Sweetwatercity,0.12947171252539857,0.22082538574188698,0.7346189972060797,0.8169403460874158,0.47546411039019526,0.2247099374790768,0.4841478614950865
Portsmouthcity,0.29528073885615197,0.32749270931399715,0.797849960134846,0.8891584865535053,0.5774454737146251,0.36294029790029836,0.5836214985584502
Hulltown,0.2743541992705834,0.36713198942820197,0.6757080238427674,0.8954983036096558,0.5531731290378021,0.3522725475192613,0.5688015325340274
Scotttownship,0.2718202721277195,0.3661131180838897,0.9004577874935634,0.9294801561793727,0.6169678334711364,0.3686241168146242,0.6231335942032353
Pittsfieldtownship,0.28317115350052463,0.3580468871493778,0.7871277309851378,0.8463569210483407,0.5686756731708452,0.3618233907475648,0.5753809193564481
Duncanvillecity,0.34471540531022105,0.4090831346964662,0.8454698192064998,0.8378501514667522,0.6092796276699848,0.41774950120315457,0.6121170307523096
Mexicocity,0.07305750519704585,0.2636745617539812,0.7686528097418356,0.9380359093629541,0.5108551965139542,0.20911106784334177,0.5288552043228569
NewProvidenceborough,0.27681924961775756,0.5634676666201444,0.9610233131444466,0.9654248073417966,0.6916837591810363,0.432793584418984,0.706236254741023
Barnstabletown,0.24472834715354144,0.34203561886197087,0.7180718724130213,0.8125319014952803,0.5293419349809534,0.3275098043994892,0.5389303000204879
Rutherfordborough,0.2959155028098885,0.44712828348659567,0.8907167752713177,0.9425389182510886,0.6440748699547225,0.40572399931486924,0.6542266161375465
Portlandcity,0.3126407927085957,0.2792786045768068,0.7353544870455806,0.42232538409915144,0.4373998171075336,0.33907844943600546,0.42008025255362275
Manassascity,0.3323391310013387,0.44834004259996746,0.830107798430413,0.9099821179292663,0.6301922724902463,0.42254730478591657,0.6399860340451204
Torrancecity,0.29792101465419285,0.4474660679531338,0.8571340306353293,0.7189811918818031,0.5803755762811148,0.39673958120530595,0.5809451870083855
SouthJordancity,0.27300083227018795,0.4290180485732892,0.9409905605819497,0.9652108849039065,0.6520550815823334,0.39127445653496584,0.6610669586135862
RedwoodCitycity,0.34495637395732565,0.41285295492338037,0.8063277456231489,0.8447810297326505,0.6022295260591263,0.41623218645005644,0.6075470193129041
Lancastertownship,0.28595184097368004,0.3682840363754476,0.8563943969961224,0.9412776671216034,0.6129769853667133,0.3749213306845619,0.6213377586430757
Algonquinvillage,0.27305328032914356,0.5080484645224635,0.9427181579911852,0.9198531671199334,0.6609182674906814,0.41200464779063795,0.6715247771567849
Sebastiancity,0.035340295009015234,0.3018108980433389,0.8247890821317163,0.9693371788057885,0.5328193634974647,0.20214169155820447,0.5533702984828845
GrandForkscity,0.27469142597220747,0.2854519339493103,0.8146068480199673,0.9274562912530451,0.5755516247986325,0.34121029992265545,0.5817321223591416
NewHaventown,0.4788960058618435,0.2519696195135201,0.5514981575650624,0.32747021949278743,0.40245850060830335,0.41555279518022836,0.37991078438727344
Westwegocity,0.35144797132714795,0.20563949456197778,0.6639584758446229,0.7638884687098344,0.4962336026108957,0.34855501958148605,0.4939396784158978
Doltonvillage,0.46761329414163844,0.3698796098853926,0.807059200104561,0.8136030349601989,0.6145387847729478,0.4779202965441616,0.6099792923029174
Munstertown,0.27617146494825395,0.46897552389016617,0.96400706516593,0.8844421816525121,0.6483990589142156,0.40333904343185245,0.6540610176856403
Newberrytown,0.23208719616229664,0.20735217268855616,0.5987409146949074,0.8453209393094091,0.4708753057137923,0.2741821067855885,0.4819675557708304
NorthTonawandacity,0.2702787485319211,0.31697082637321167,0.8608099236796134,0.9572444682029102,0.601325991696914,0.35188089564869696,0.6084823228151435
Redlandscity,0.3353275997668652,0.36481675981840234,0.8140275666223011,0.7677500982435183,0.5704805061127717,0.39481367005685286,0.5696410906964094
Avondalecity,0.17974327224192402,0.22854251336112882,0.6762945486319116,0.7670743032765376,0.46291365937787554,0.2513676164780975,0.469892609166067
Lafayettecity,0.06889806890700045,0.35482031071115594,0.8124187211218863,0.9140994381910326,0.5375591347327688,0.23459237278129233,0.5569392826764339
Oshkoshcity,0.27349601610124324,0.28077148533421764,0.8264942350577156,0.9113469510628422,0.5730271718890046,0.3395104100896649,0.5776335811509097
Tukwilacity,0.30791069474136573,0.318754889043816,0.7450189226912596,0.36818131610413696,0.4349664556451446,0.3461072424835756,0.4166667850309109
Dublincity,0.35147426937097814,0.49457284277466956,0.8811932523033883,0.947630199359488,0.6687176409521309,0.4523340983427545,0.6791944169751205
Breacity,0.3121623593781951,0.479823163380908,0.875749555446044,0.8061337158449075,0.6184671985125136,0.4189185002170305,0.6233694467325925
NorthAugustacity,0.3464177594822895,0.3452806823753765,0.7880107576113345,0.9048277009711927,0.5961342251100483,0.3988898746016401,0.6019182184226956
Tallahasseecity,0.41882685503141337,0.2647008243058701,0.6956085876980463,0.5774580185605801,0.4891485713989775,0.4020896690764577,0.475534741405827
Princetonborough,0.07971115242366152,0.42032346873059845,0.8138959044110334,0.9717201074307844,0.5714126582490195,0.2616468253736375,0.596334484215354
Menomoniecity,0.03315834998976326,0.23813465468332634,0.8171765882693891,0.9573630048539845,0.5114581494491157,0.1819799861834708,0.5287162855130237
Sturgiscity,0.032707487881182794,0.26767377126144093,0.735461443243106,0.9394914076305307,0.4938335275040651,0.18317931436257054,0.5157833398924492
Alpharettacity,0.2809702197757161,0.43614292741330873,0.8317223482368771,0.982599151279717,0.6328586616764047,0.3904655291897974,0.6481611372104263
Jeffersontownship,0.14140013282717337,0.4663490884828973,0.887338084060246,0.9786895796047578,0.6184442212437686,0.31793684573913666,0.6392592438037803
StevensPointcity,0.029568292748176357,0.24892524473843436,0.8047146818596669,0.8993263431886052,0.4956336406337207,0.17985772307467532,0.5113320712996805
Woodlandcity,0.0981642781618498,0.31495524449615986,0.7931388990928413,0.7471251832886302,0.4883459012598703,0.23400495382722358,0.49688476378637525
NorthBrunswicktownship,0.3357057700054677,0.472556187594468,0.8721026731172513,0.8892623108638433,0.6424067353952576,0.4338413458427949,0.6501072381620372
Springfieldcity,0.35511327602861426,0.222445220260508,0.6791618449992904,0.7400558014459464,0.4991940356835898,0.3558201262504934,0.49560533071751733
Richfieldcity,0.2830150883936281,0.3436665954546192,0.8361138047864325,0.9018498458779404,0.591161333628155,0.3633314292776911,0.59748071103578
Corsicanacity,0.1746745921346422,0.2372187630788751,0.7010940243568751,0.8048316769431952,0.47945476412839694,0.25389605400191567,0.48776885530492453
Wabashcity,0.03098607657535837,0.27932862071839165,0.7988799022500669,0.9633999561955338,0.5181486389348376,0.19102296339187982,0.5387917688392627
Woostercity,0.04440194494048699,0.2897868186202785,0.794758166753972,0.9400260126493452,0.5172432357410206,0.20100632955709957,0.5367758717197789
LosAngelescity,0.43184404189383735,0.30085897471036416,0.7378148637394554,0.17905390335095978,0.4123929459236541,0.4095157134128438,0.3779056445450557
Harrisontown,0.33826565666067593,0.3465193101057854,0.8217921463857836,0.7599930569515068,0.5666425425259379,0.39179594871291834,0.5639652707264795
Swanseatown,0.18711933294555746,0.3881712583656428,0.9093870977784025,0.7439256154185045,0.5571508261270268,0.31741582033737753,0.5589303482800362
Superiorcity,0.2714167149726039,0.22508346491342743,0.7239822669683327,0.8105190340304553,0.5077503702212048,0.31138587319698935,0.5097605460713521
Monroecity,0.05269165030097607,0.28478190497810457,0.7789018472448901,0.8793189786045046,0.4989235952821188,0.20134941764116265,0.5155489645839559
Madisontownship,0.20767900131213213,0.3694468486632746,0.8792885945748944,0.9290191913350896,0.5963584089713476,0.3288488926405158,0.6069333311769145
Seasidecity,0.4265757334205758,0.30232545829524804,0.8092612869002582,0.6757158067970042,0.5534695713532716,0.4293622906372965,0.5405797835918424
Grapevinecity,0.29082043901753696,0.4668933160492208,0.8441426303344746,0.918692555312252,0.6301372351783712,0.4038053186753849,0.6426683752788441
Columbiacity,0.31922683195493684,0.25494260269676755,0.7544368292338951,0.8665978201486906,0.5488010210085725,0.3531407716276167,0.5511948590914038
Lebanoncity,0.031875214487135234,0.22797279938134876,0.7644015009682046,0.927548924279455,0.4879496097790359,0.1733235945763546,0.5059118601893091
WestChesterborough,0.37458342291259156,0.31907834834162707,0.678761327733737,0.8842830427866881,0.564176535443661,0.3997370610555856,0.5716773674677602
Eatontownborough,0.3403566404928446,0.38033231352747865,0.8444051138841633,0.9450709804993904,0.6275412621009693,0.41067947409713673,0.6345733390834623
Parkersburgcity,0.27663151676206016,0.23108859072504404,0.7157612916928596,0.7935407936946705,0.5042555482186586,0.31503528272639447,0.5058673770168983
Spokanecity,0.2822795351851926,0.24039271383667907,0.7148049645309801,0.8096615016436017,0.5117846787991134,0.32157160563377046,0.5144331645873188
Durangocity,0.05735362388968801,0.2640760943215905,0.7628326514885369,0.9115347349655462,0.49894927616634044,0.19829232347693945,0.516720503861786
Aberdeencity,0.03349143375672724,0.23147150360803653,0.7152848835414435,0.7203355232443158,0.4251458360376308,0.16437982699831602,0.43529737151533987
Sumtercity,0.46049910132777644,0.2306718593192339,0.7296423893955174,0.7309902844741956,0.5379509086291808,0.4258579597981701,0.5265269412826876
Burrillvilletown,0.03128926604888712,0.3747926830220292,0.8949097106473655,0.9863635615426508,0.5718388053152331,0.22601572563705088,0.5935866687086546
AnnArborcity,0.3183397475123382,0.3446456235802743,0.8180290847820701,0.8922143798924907,0.5933072089417933,0.38343230904186343,0.5983317675007112
Derrytown,0.033486634361954565,0.42323706458169114,0.849826928679818,0.8392458882976304,0.5364491289802735,0.23241009053027883,0.5554075984721509
Daniacity,0.4367948450991636,0.25602743953812557,0.5449889870223682,0.2773105858733817,0.37878046438325974,0.38879679118803734,0.35635817404775855
Salemcity,0.02910473139320918,0.26589149847535776,0.8055365666485624,0.9855598308470149,0.5215231568410361,0.18738448451817732,0.5423636584050662
Greendalevillage,0.2712459374639517,0.43989304420480224,0.9125986852159095,0.9394707602626341,0.6408021067868244,0.39021044108893627,0.6505780658762031
UnionCitycity,0.4744285908404591,0.2550168741295624,0.6680412843094073,0.7530600475431557,0.5376366992056462,0.4372745143634553,0.5309170515317887
FosterCitycity,0.29685982411068235,0.5484322705332819,0.8832148310047967,0.9236227704787203,0.6630324240318703,0.4334579415352162,0.6776314433266964
Flintcity,0.5116275917905081,0.17054060869789775,0.4949585255520897,0.3431428267490714,0.3800673881973917,0.40895439650110693,0.3554222541026103
NewBrunswickcity,0.4607626096762017,0.2806215096918533,0.5922062231649355,0.5891334123358147,0.4806809387172013,0.4246918030122122,0.47152024317652785
Houmacity,0.3940542367826702,0.20831076862144138,0.726140444841921,0.7382499813101906,0.5166888578890558,0.379084295745429,0.5080071613044078
EastPaloAltocity,0.5670331979014613,0.27241164665836964,0.6516787870317096,0.37708957364378753,0.46705330130883205,0.4842975487589745,0.4385927630772814
Brentwoodcity,0.2766504121121452,0.6199757804704314,0.9501445365753786,0.9666335277181604,0.7033510642190288,0.44774171837089544,0.7213417821940823
LeagueCitycity,0.32190065668377493,0.4398920208503834,0.8619935676848028,0.9681870682761406,0.6479933283737754,0.41825119530062865,0.6592025716116727
NewIberiacity,0.19501505124436153,0.1912441288820894,0.6938931841116397,0.880631316292611,0.49019592013267543,0.25549871573932786,0.49934428062361036
Astontownship,0.2706654115816144,0.42650485975474867,0.9186741107449745,0.9168097749449219,0.6331635392565649,0.3857785315718149,0.640862294875219
GloucesterCitycity,0.27120749992105647,0.30275506702496674,0.6702924823119251,0.9568117822187041,0.5502667078691631,0.33403695417888357,0.5661700512196977
Shalertownship,0.2698342981162325,0.3820053605687199,0.9472013249171651,0.9806710255231433,0.6449280022813152,0.37717943346515803,0.6522100404342385
Arnoldcity,0.27062969005627996,0.35757238213679937,0.8537738513829912,0.9074670524455323,0.5973607440054007,0.36120991888377374,0.6043925386625537
Goshentownship,0.14249340694006393,0.331960467023259,0.882239460832076,0.9789816893126231,0.5839187560270055,0.2805756020100249,0.5982292204551927
Chestercity,0.5989487788984598,0.1975208549535092,0.4290108039869546,0.028168989801637862,0.3134123569101404,0.4538095044172977,0.27329887000362707
UnionCitycity,0.131041607185483,0.23448936171744555,0.7524205223462843,0.7791032069312517,0.4742636745451162,0.2295281048035538,0.48077019650096264
Tampacity,0.42942355922541176,0.24861655285769674,0.6404354030613154,0.27019718381748237,0.39716817474047655,0.389201226326809,0.36961591345989914
Dallascity,0.4651243825224773,0.29113747991474626,0.646061774034107,0.325763881608803,0.43202187952003335,0.42522746229174757,0.4073076397683817
Searcycity,0.051501935846724106,0.24328330873099,0.7830824829095538,0.9753561191543536,0.5133059616604054,0.1926477872312413,0.5325087121168587
Bellinghamcity,0.2771285761199552,0.27469720956122057,0.7694291009285072,0.8526207150861348,0.5434689004239545,0.3336669616485748,0.5475069128038992
BullheadCitycity,0.0449398217370903,0.27847097472751103,0.615854171670507,0.7783730527946637,0.42940950523244303,0.17901832989751407,0.44921200693817187
CulverCitycity,0.3682282765844611,0.4165818610560364,0.787011748951016,0.65385906993449,0.5564202391315008,0.42337118984201505,0.5521802844042534
Newbergcity,0.042120495935159034,0.29705916730591264,0.7949963076339932,0.9227930040357101,0.5142422437276938,0.20107314186169034,0.5333790121163173
Readingcity,0.3617186411198222,0.23500442667226748,0.6387142704948682,0.6225501450480753,0.4644968708337583,0.35622560461808517,0.45735295383904095
Rustoncity,0.19595264321774014,0.20472750021464178,0.6997647293757454,0.842315235763976,0.48569002714302584,0.2589618209738814,0.4932562953122825
Richmondcity,0.5192696967314981,0.29764043759027525,0.6520536678362973,0.13585020646100232,0.40120350215476824,0.4539094114096031,0.3643118661289424
Methuentown,0.27267029884693006,0.369865856262826,0.8538950421023901,0.7822491354668158,0.5696700831697404,0.36156006350164804,0.5709475657087566
Florissantcity,0.2901160254427588,0.37968620341976245,0.8922818763961434,0.9378152218268302,0.6249748317713737,0.38324841322880804,0.6317300079417583
WestFargocity,0.26993731615073246,0.32374017537959066,0.8647051297852714,0.9350068368492004,0.5983473645411987,0.35309206202246846,0.6045525928558382
Douglascity,0.24165363214034286,0.13294768512498203,0.6881623750683296,0.9045655555673304,0.4918323119752462,0.2679875997972064,0.4972171736494282
Selmacity,0.31455669594136687,0.15612458307808968,0.6079415588123875,0.5200322805130249,0.39966377958621724,0.2994952682559604,0.3873467100280853
Nortoncity,0.2734900745870238,0.3547671403209,0.8979289101185371,0.9396480352623109,0.6164585400721929,0.3666246516583584,0.6226083496160755
Missioncity,0.47052610190542954,0.1726397015385892,0.7237121218635596,0.8974748188417373,0.5660881860373289,0.4210410258100668,0.5598820008678957
Middletownship,0.09392776879482471,0.3193804908022817,0.7612875536936238,0.9459158975788678,0.5301279277173995,0.2371544289329608,0.5506319810120346
MountLaureltownship,0.2848611499633008,0.48440648665093833,0.8896134192032109,0.9622158617256792,0.6552742293857823,0.41003071617097353,0.6688816183462876
Greeleycity,0.32277797092053534,0.2593179270944418,0.7762419650671162,0.8691054139086303,0.5568608192476809,0.35826745994933834,0.5583309894984518
CostaMesacity,0.3225121861695778,0.3956997864709465,0.789115161243643,0.8041385577588338,0.5778664229107503,0.39503439108466654,0.5822769727515782
LosAlamitoscity,0.3150597818892154,0.43858461579240826,0.8054290191531683,0.7259131843681912,0.5712466503007458,0.40102603097859935,0.5734471002566566
SouthOrangeVillagetownship,0.3679217030021479,0.5751422607339409,0.9031658786153136,0.6684838851100126,0.6286784318653538,0.47690304575212034,0.6273053600766783
RedBluffcity,0.05046865361372759,0.19373044683675433,0.7358348543672116,0.7901000421480372,0.4425334992414327,0.1681292918713424,0.4524098482916253
Plainfieldtown,0.028586918514598367,0.3636290871437954,0.857302996191054,0.9617495167850856,0.5528171296586333,0.21754167930140023,0.5747915641197947
Fredericksburgcity,0.3803439311692606,0.2947698754225835,0.6860568325294889,0.8570819374360612,0.5545631441393486,0.3960449075298589,0.5588356965973433
Colleyvillecity,0.27676404451253855,0.6710431478935011,0.9507359872703768,0.9913929449547904,0.7224840311578017,0.4630229228539883,0.7442308342110705
Pittsburgcity,0.4137950874643258,0.3587829753506402,0.76343452533991,0.7769929717180254,0.5782513899682253,0.43744000075801426,0.5761787066814468
MissionViejocity,0.29181285462102763,0.5547243859254698,0.9029801762388665,0.8955711466381846,0.6612721408558871,0.43266623551894934,0.6740472659410752
LongBeachcity,0.3918651154681959,0.310084723106237,0.7203933304473651,0.3913352174117187,0.45341959660837916,0.3937863150050838,0.43287767133849897
