communityname,DemographicsScore,IncomeScore,HousingScore,CrimeScore
Mesquitecity,0.3192054345954773,0.3660686854100355,0.7996902137428752,0.7771432306634408
ParkForestvillage,0.3972513192234399,0.37531804911514477,0.8175384623177654,0.8668711557988149
ChippewaFallscity,0.2688953889377801,0.25867946902828337,0.8045611845125237,0.956579265944308
Beavercreekcity,0.2747003737119047,0.469274973806925,0.9427826701694241,0.896038025918142
Keenecity,0.028224252816634186,0.3293302969153843,0.8092005082417643,0.8916962650529172
Springfieldtownship,0.21706168060084172,0.33891082677970447,0.8865308517827,0.9102837438157828
Swissvaleborough,0.3173689620214687,0.2631119582629422,0.7364075038528728,0.6626284006132965
Knoxvillecity,0.34713246982377416,0.2262918918348255,0.6838774278375156,0.5915338002341465
Kernersvilletown,0.05665117538324401,0.29661132094616505,0.7316904965124245,0.8779495841377974
Bloomingtoncity,0.27771711547291494,0.4154086521092447,0.8769945350916798,0.8774663227693762
ScotchPlainstownship,0.3290974947179672,0.5325714483316525,0.9292034113665907,0.9195266995361896
Newingtontown,0.27864263798354466,0.442353545625962,0.9016409612968692,0.9617125609549805
Moberlycity,0.06336152151207919,0.23915962943189806,0.7446322993164738,0.8642858319798409
Sandycity,0.27512331480527685,0.43041202613801566,0.9300560640804388,0.9721427650471823
Wheatoncity,0.284931624205952,0.49042791443353445,0.9149503622361911,0.9640040632475076
WhiteLaketownship,0.23318005840391906,0.40934457495041465,0.8838801876096654,0.9144150520415048
Chickashacity,0.0803377262457413,0.20962175470781327,0.6755866836683964,0.6958508463090465
Tucsoncity,0.36431235604405193,0.2462706913310348,0.7092504260406792,0.716916052806389
Gallowaytownship,0.22616957116829314,0.41411620425404766,0.8244636890282433,0.9093082740603167
Sweetwatercity,0.12947171252539857,0.22082538574188698,0.7346189972060797,0.8169403460874158
Portsmouthcity,0.29528073885615197,0.32749270931399715,0.797849960134846,0.8891584865535053
Hulltown,0.2743541992705834,0.36713198942820197,0.6757080238427674,0.8954983036096558
Scotttownship,0.2718202721277195,0.3661131180838897,0.9004577874935634,0.9294801561793727
Pittsfieldtownship,0.28317115350052463,0.3580468871493778,0.7871277309851378,0.8463569210483407
Duncanvillecity,0.34471540531022105,0.4090831346964662,0.8454698192064998,0.8378501514667522
Mexicocity,0.07305750519704585,0.2636745617539812,0.7686528097418356,0.9380359093629541
NewProvidenceborough,0.27681924961775756,0.5634676666201444,0.9610233131444466,0.9654248073417966
Barnstabletown,0.24472834715354144,0.34203561886197087,0.7180718724130213,0.8125319014952803
Rutherfordborough,0.2959155028098885,0.44712828348659567,0.8907167752713177,0.9425389182510886
Portlandcity,0.3126407927085957,0.2792786045768068,0.7353544870455806,0.42232538409915144
Manassascity,0.3323391310013387,0.44834004259996746,0.830107798430413,0.9099821179292663
Torrancecity,0.29792101465419285,0.4474660679531338,0.8571340306353293,0.7189811918818031
SouthJordancity,0.27300083227018795,0.4290180485732892,0.9409905605819497,0.9652108849039065
RedwoodCitycity,0.34495637395732565,0.41285295492338037,0.8063277456231489,0.8447810297326505
Lancastertownship,0.28595184097368004,0.3682840363754476,0.8563943969961224,0.9412776671216034
Algonquinvillage,0.27305328032914356,0.5080484645224635,0.9427181579911852,0.9198531671199334
Sebastiancity,0.035340295009015234,0.3018108980433389,0.8247890821317163,0.9693371788057885
GrandForkscity,0.27469142597220747,0.2854519339493103,0.8146068480199673,0.9274562912530451
NewHaventown,0.4788960058618435,0.2519696195135201,0.5514981575650624,0.32747021949278743
Westwegocity,0.35144797132714795,0.20563949456197778,0.6639584758446229,0.7638884687098344
Doltonvillage,0.46761329414163844,0.3698796098853926,0.807059200104561,0.8136030349601989
Munstertown,0.27617146494825395,0.46897552389016617,0.96400706516593,0.8844421816525121
Newberrytown,0.23208719616229664,0.20735217268855616,0.5987409146949074,0.8453209393094091
NorthTonawandacity,0.2702787485319211,0.31697082637321167,0.8608099236796134,0.9572444682029102
Redlandscity,0.3353275997668652,0.36481675981840234,0.8140275666223011,0.7677500982435183
Avondalecity,0.17974327224192402,0.22854251336112882,0.6762945486319116,0.7670743032765376
Lafayettecity,0.06889806890700045,0.35482031071115594,0.8124187211218863,0.9140994381910326
Oshkoshcity,0.27349601610124324,0.28077148533421764,0.8264942350577156,0.9113469510628422
Tukwilacity,0.30791069474136573,0.318754889043816,0.7450189226912596,0.36818131610413696
Dublincity,0.35147426937097814,0.49457284277466956,0.8811932523033883,0.947630199359488
Breacity,0.3121623593781951,0.479823163380908,0.875749555446044,0.8061337158449075
NorthAugustacity,0.3464177594822895,0.3452806823753765,0.7880107576113345,0.9048277009711927
Tallahasseecity,0.41882685503141337,0.2647008243058701,0.6956085876980463,0.5774580185605801
Princetonborough,0.07971115242366152,0.42032346873059845,0.8138959044110334,0.9717201074307844
Menomoniecity,0.03315834998976326,0.23813465468332634,0.8171765882693891,0.9573630048539845
Sturgiscity,0.032707487881182794,0.26767377126144093,0.735461443243106,0.9394914076305307
Alpharettacity,0.2809702197757161,0.43614292741330873,0.8317223482368771,0.982599151279717
Jeffersontownship,0.14140013282717337,0.4663490884828973,0.887338084060246,0.9786895796047578
StevensPointcity,0.029568292748176357,0.24892524473843436,0.8047146818596669,0.8993263431886052
Woodlandcity,0.0981642781618498,0.31495524449615986,0.7931388990928413,0.7471251832886302
NorthBrunswicktownship,0.3357057700054677,0.472556187594468,0.8721026731172513,0.8892623108638433
Springfieldcity,0.35511327602861426,0.222445220260508,0.6791618449992904,0.7400558014459464
Richfieldcity,0.2830150883936281,0.3436665954546192,0.8361138047864325,0.9018498458779404
Corsicanacity,0.1746745921346422,0.2372187630788751,0.7010940243568751,0.8048316769431952
Wabashcity,0.03098607657535837,0.27932862071839165,0.7988799022500669,0.9633999561955338
Woostercity,0.04440194494048699,0.2897868186202785,0.794758166753972,0.9400260126493452
LosAngelescity,0.43184404189383735,0.30085897471036416,0.7378148637394554,0.17905390335095978
Harrisontown,0.33826565666067593,0.3465193101057854,0.8217921463857836,0.7599930569515068
Swanseatown,0.18711933294555746,0.3881712583656428,0.9093870977784025,0.7439256154185045
Superiorcity,0.2714167149726039,0.22508346491342743,0.7239822669683327,0.8105190340304553
Monroecity,0.05269165030097607,0.28478190497810457,0.7789018472448901,0.8793189786045046
Madisontownship,0.20767900131213213,0.3694468486632746,0.8792885945748944,0.9290191913350896
Seasidecity,0.4265757334205758,0.30232545829524804,0.8092612869002582,0.6757158067970042
Grapevinecity,0.29082043901753696,0.4668933160492208,0.8441426303344746,0.918692555312252
Columbiacity,0.31922683195493684,0.25494260269676755,0.7544368292338951,0.8665978201486906
Lebanoncity,0.031875214487135234,0.22797279938134876,0.7644015009682046,0.927548924279455
WestChesterborough,0.37458342291259156,0.31907834834162707,0.678761327733737,0.8842830427866881
Eatontownborough,0.3403566404928446,0.38033231352747865,0.8444051138841633,0.9450709804993904
Parkersburgcity,0.27663151676206016,0.23108859072504404,0.7157612916928596,0.7935407936946705
Spokanecity,0.2822795351851926,0.24039271383667907,0.7148049645309801,0.8096615016436017
Durangocity,0.05735362388968801,0.2640760943215905,0.7628326514885369,0.9115347349655462
Aberdeencity,0.03349143375672724,0.23147150360803653,0.7152848835414435,0.7203355232443158
Sumtercity,0.46049910132777644,0.2306718593192339,0.7296423893955174,0.7309902844741956
Burrillvilletown,0.03128926604888712,0.3747926830220292,0.8949097106473655,0.9863635615426508
AnnArborcity,0.3183397475123382,0.3446456235802743,0.8180290847820701,0.8922143798924907
Derrytown,0.033486634361954565,0.42323706458169114,0.849826928679818,0.8392458882976304
Daniacity,0.4367948450991636,0.25602743953812557,0.5449889870223682,0.2773105858733817
Salemcity,0.02910473139320918,0.26589149847535776,0.8055365666485624,0.9855598308470149
Greendalevillage,0.2712459374639517,0.43989304420480224,0.9125986852159095,0.9394707602626341
UnionCitycity,0.4744285908404591,0.2550168741295624,0.6680412843094073,0.7530600475431557
FosterCitycity,0.29685982411068235,0.5484322705332819,0.8832148310047967,0.9236227704787203
Flintcity,0.5116275917905081,0.17054060869789775,0.4949585255520897,0.3431428267490714
NewBrunswickcity,0.4607626096762017,0.2806215096918533,0.5922062231649355,0.5891334123358147
Houmacity,0.3940542367826702,0.20831076862144138,0.726140444841921,0.7382499813101906
EastPaloAltocity,0.5670331979014613,0.27241164665836964,0.6516787870317096,0.37708957364378753
Brentwoodcity,0.2766504121121452,0.6199757804704314,0.9501445365753786,0.9666335277181604
LeagueCitycity,0.32190065668377493,0.4398920208503834,0.8619935676848028,0.9681870682761406
NewIberiacity,0.19501505124436153,0.1912441288820894,0.6938931841116397,0.880631316292611
Astontownship,0.2706654115816144,0.42650485975474867,0.9186741107449745,0.9168097749449219
GloucesterCitycity,0.27120749992105647,0.30275506702496674,0.6702924823119251,0.9568117822187041
Shalertownship,0.2698342981162325,0.3820053605687199,0.9472013249171651,0.9806710255231433
Arnoldcity,0.27062969005627996,0.35757238213679937,0.8537738513829912,0.9074670524455323
Goshentownship,0.14249340694006393,0.331960467023259,0.882239460832076,0.9789816893126231
Chestercity,0.5989487788984598,0.1975208549535092,0.4290108039869546,0.028168989801637862
UnionCitycity,0.131041607185483,0.23448936171744555,0.7524205223462843,0.7791032069312517
Tampacity,0.42942355922541176,0.24861655285769674,0.6404354030613154,0.27019718381748237
Dallascity,0.4651243825224773,0.29113747991474626,0.646061774034107,0.325763881608803
Searcycity,0.051501935846724106,0.24328330873099,0.7830824829095538,0.9753561191543536
Bellinghamcity,0.2771285761199552,0.27469720956122057,0.7694291009285072,0.8526207150861348
BullheadCitycity,0.0449398217370903,0.27847097472751103,0.615854171670507,0.7783730527946637
CulverCitycity,0.3682282765844611,0.4165818610560364,0.787011748951016,0.65385906993449
Newbergcity,0.042120495935159034,0.29705916730591264,0.7949963076339932,0.9227930040357101
Readingcity,0.3617186411198222,0.23500442667226748,0.6387142704948682,0.6225501450480753
Rustoncity,0.19595264321774014,0.20472750021464178,0.6997647293757454,0.842315235763976
Richmondcity,0.5192696967314981,0.29764043759027525,0.6520536678362973,0.13585020646100232
Methuentown,0.27267029884693006,0.369865856262826,0.8538950421023901,0.7822491354668158
Florissantcity,0.2901160254427588,0.37968620341976245,0.8922818763961434,0.9378152218268302
WestFargocity,0.26993731615073246,0.32374017537959066,0.8647051297852714,0.9350068368492004
Douglascity,0.24165363214034286,0.13294768512498203,0.6881623750683296,0.9045655555673304
Selmacity,0.31455669594136687,0.15612458307808968,0.6079415588123875,0.5200322805130249
Nortoncity,0.2734900745870238,0.3547671403209,0.8979289101185371,0.9396480352623109
Missioncity,0.47052610190542954,0.1726397015385892,0.7237121218635596,0.8974748188417373
Middletownship,0.09392776879482471,0.3193804908022817,0.7612875536936238,0.9459158975788678
MountLaureltownship,0.2848611499633008,0.48440648665093833,0.8896134192032109,0.9622158617256792
Greeleycity,0.32277797092053534,0.2593179270944418,0.7762419650671162,0.8691054139086303
CostaMesacity,0.3225121861695778,0.3956997864709465,0.789115161243643,0.8041385577588338
LosAlamitoscity,0.3150597818892154,0.43858461579240826,0.8054290191531683,0.7259131843681912
SouthOrangeVillagetownship,0.3679217030021479,0.5751422607339409,0.9031658786153136,0.6684838851100126
RedBluffcity,0.05046865361372759,0.19373044683675433,0.7358348543672116,0.7901000421480372
Plainfieldtown,0.028586918514598367,0.3636290871437954,0.857302996191054,0.9617495167850856
Fredericksburgcity,0.3803439311692606,0.2947698754225835,0.6860568325294889,0.8570819374360612
Colleyvillecity,0.27676404451253855,0.6710431478935011,0.9507359872703768,0.9913929449547904
Pittsburgcity,0.4137950874643258,0.3587829753506402,0.76343452533991,0.7769929717180254
MissionViejocity,0.29181285462102763,0.5547243859254698,0.9029801762388665,0.8955711466381846
LongBeachcity,0.3918651154681959,0.310084723106237,0.7203933304473651,0.3913352174117187
Duluthcity,0.27331609457620065,0.25365028682344687,0.7868801852692467,0.8868263872983264
Shelbycity,0.23608750396783637,0.21779947869290067,0.6054566561880185,0.6647614727858344
Coronacity,0.35699188008395366,0.41137956372055384,0.835923775584154,0.7722392721543341
Beverlycity,0.27460317245194704,0.38488328301803076,0.8340725361697802,0.9576094533525299
CoralSpringscity,0.3027621635893339,0.426615888225618,0.8454325649813517,0.9423275323514468
NorthBranfordtown,0.22567258876144258,0.47939146685553413,0.9402316147606524,0.988828614409868
Geneseetownship,0.276201314094677,0.2929537847222017,0.7558688255351009,0.8557780155055368
SanBrunocity,0.3344816897005046,0.41058586142265785,0.850479255914216,0.8888385846705544
Valdostacity,0.24295566527748655,0.2292593177186659,0.6614625472546084,0.7509386370172421
OklahomaCitycity,0.3558655588929646,0.27899609192978153,0.6812810695497448,0.5565830567369183
PortLavacacity,0.16969668270435473,0.24799170152492217,0.7233279483294782,0.8250602992878958
Alicecity,0.21809229974110336,0.19570475020864678,0.7318029599140308,0.8114662573598874
Sterlingcity,0.054475696307235255,0.24104221908578172,0.7609695393777306,0.9585069199669686
Coronadocity,0.32280863984606145,0.4558450891490302,0.7934297008067903,0.7976051012965047
Bremertoncity,0.3142758062001995,0.24321469370544896,0.7316085717652431,0.8918275989463766
RapidCitycity,0.2796052896992515,0.28246451196260297,0.786187974730871,0.9122227618602867
LaPalmacity,0.31654960045342023,0.50160259435104,0.9057332811958572,0.7802524433876985
Glenviewvillage,0.2766912059560858,0.5409856159129727,0.9443442141863225,0.9551376204859109
Dinubacity,0.17746685490134737,0.19372255581801456,0.7866549268218127,0.8962182417608061
TempleTerracecity,0.3164935641777459,0.3837225145464693,0.8176616030497424,0.8622924502654893
Bendcity,0.032651404563243294,0.28869106688151197,0.7644383528330972,0.885127129340368
Bernardstownship,0.2584357492715869,0.6184624605845958,0.9390229192811461,0.9944857016330301
Pocatellocity,0.28393887213818403,0.2780795145459495,0.8037913651965235,0.9269541923749627
Clearlakecity,0.06218800382170463,0.16113538746475456,0.564333373440736,0.6609947891582313
Gulfportcity,0.41277600662501807,0.2362281564242394,0.6639343195696403,0.8676296259000569
Fremontcity,0.08850164370097444,0.26580203047473133,0.7417742022697219,0.9016556902226825
Midlandcity,0.03830458149738396,0.3827464236724191,0.8748465361654121,0.9488912979038386
Laurelcity,0.26391882782059345,0.18226509181779826,0.6050492250049601,0.7639893900388903
MountVernoncity,0.5588339119574774,0.3379564529450349,0.6965381244184481,0.5863953311372895
Raytowncity,0.2874286853754775,0.34343573722851556,0.8543247600315771,0.840270279516528
Natchitochescity,0.274855527188888,0.14425814634468065,0.5791031050377147,0.8546258107429421
Lebanoncity,0.04250149963958799,0.30423026288301314,0.8051380582835217,0.9363934913538744
Pariscity,0.13761142839915488,0.20645589166264605,0.6565123990078643,0.6775695381170848
Hawthorneborough,0.2765867232824872,0.42705052925756015,0.9117899073057248,0.9832768525722887
DeSotocity,0.3834887884290985,0.44125917753055977,0.8461499196446329,0.90218107802992
SunPrairiecity,0.031415938840720053,0.36979134524251045,0.8534595786108767,0.9476394595433237
Hendersonvillecity,0.281301794407177,0.3900898357107857,0.8558223557193667,0.9633397032534653
BoyntonBeachcity,0.3832311138305407,0.31346286275751833,0.7002896034840252,0.7215034145821767
Raritantownship,0.034369360280699486,0.5591151104028005,0.9338960566751551,0.9921464505825164
TraverseCitycity,0.028414168166035616,0.3044078349809673,0.8134769202175589,0.9535568134303868
Rockwallcity,0.2975537587652578,0.42934352428943184,0.8381272210009242,0.8908540405322275
Meridiancity,0.2509394402859448,0.19736124634884553,0.6341996429743401,0.8121222990612307
NewPortRicheycity,0.27510230406638503,0.23334448864843718,0.6949658168769567,0.893544941718335
LowerAllentownship,0.2820967877513396,0.3862347499058109,0.8784354857262557,0.9888490585716827
Willingborotownship,0.5578941664233009,0.4449312992300597,0.8302995250070244,0.858726830883005
RidgefieldParkvillage,0.30159848237176595,0.4119442861894159,0.8866989798959682,0.9662286667969949
Emmetttownship,0.19870621838363348,0.3024987670343367,0.8399291683739785,0.719581342288051
Hinghamtown,0.2603984280803393,0.5394262212900224,0.9303787928614115,0.9835573834347358
ElDoradocity,0.2127217724862908,0.2155922418124596,0.6667337606577421,0.8180961749315774
Westbrookcity,0.2713257010242329,0.31526520829561633,0.8055081255427581,0.9290144780761448
Newburghcity,0.4980001392152224,0.22373552701063093,0.5078753797383814,0.5874853641111313
Butlertownship,0.028298554433759976,0.3312295191268092,0.8905840965539109,0.9889210581339012
Lindencity,0.38327865428597974,0.36006812559850715,0.834014014548015,0.7804904380321344
Kalamazoocity,0.36693006044195164,0.23304604752716193,0.650974222817984,0.7174409956577098
ForestParkcity,0.3689295656985749,0.2866011649211767,0.7267962013068854,0.500842341920575
Viennatown,0.2976686578744868,0.5563573657521649,0.9075827985993609,0.9216769091588068
Westfieldtown,0.29495748006346006,0.594784703342677,0.9521465321859355,0.9614891865568536
GrandTerracecity,0.334547499704518,0.428417860486244,0.8529476541801869,0.8544061454397888
Carsoncity,0.46663922130100793,0.40657674580570236,0.8435095556213299,0.635729508517282
Berkeleytownship,0.24856058392890087,0.27636540182884944,0.872845073048184,0.9671840854964573
Auburncity,0.06414933093489583,0.2451888318378761,0.7285243989013547,0.9389483029253267
Hilliardcity,0.27338233778701876,0.37500565919177137,0.8591188059169851,0.8932950771228707
Davietown,0.3120661173380913,0.37527905979903003,0.7934583995392236,0.8766632222373935
Greenfieldtown,0.032644151254214465,0.27498354832583777,0.7523094144383164,0.8439190125214677
Weirtoncity,0.2888076037129357,0.3030740329869521,0.8404629393391437,0.9326847344836033
Lenoircity,0.10482173010901585,0.24299436207265585,0.699522634931974,0.7747152237330296
Independencecity,0.2709414668658909,0.36539813345931427,0.8556208764738853,0.9868447483094508
Lomitacity,0.3305447453482597,0.3573934824503151,0.7818414986003911,0.7932996000968258
Milfordtown,0.281012985170571,0.4282176152300841,0.8802405435223551,0.8948725566937282
Kokomocity,0.31590180977639054,0.27707305728413406,0.7117818024004966,0.9181197768679503
WestMonroecity,0.3562090289219431,0.21818018322380053,0.6938156191344386,0.7894599149016508
RedWingcity,0.028691631279906663,0.29966989439166575,0.8412849390634803,0.8557941633658356
RedondoBeachcity,0.30460608793035177,0.48275563479642125,0.7932150200609711,0.8065938616806032
Leesburgcity,0.16648021371041244,0.2299965659354109,0.620421734326073,0.6965138822773214
Sanfordtown,0.027890839841468236,0.29462017596491336,0.7987630623588862,0.9872237478288838
Mariettacity,0.03298180011711846,0.23256013158833705,0.7482432489924266,0.9340629261555512
LakeOswegocity,0.2742450742536244,0.48720567493869005,0.8748424162966255,0.9224243155167104
Renocity,0.3095095012564605,0.3084968803047985,0.7387534626958356,0.7641370243845468
Johnstontown,0.23953948361462976,0.3381547671976104,0.8790959176497815,0.928009303669552
GlendaleHeightsvillage,0.29557128159583734,0.4224268234186337,0.893137891949011,0.9504080035106671
Rockfordcity,0.351849258445746,0.294763160976956,0.7214861752426136,0.6981898650610581
LaPuentecity,0.47365698412037505,0.311461268024361,0.8074555890115077,0.6078039497041043
WalnutCreekcity,0.284444149960362,0.4420496876574003,0.8474629733043118,0.8984060808181833
Wausaucity,0.2687748621917234,0.2808408745804152,0.843283480311428,0.96631049271068
UpperDarbytownship,0.28380001054509546,0.3376276447539486,0.8758972690391194,0.9151863138997587
Louisvillecity,0.04375029965254854,0.42668976629877337,0.8924946227577495,0.9635487323834628
Napervillecity,0.28247133943853403,0.5564097496632888,0.9331104663925675,0.9335751344659948
Hollistercity,0.17068957303315196,0.31985424717458055,0.8237252660841361,0.7554561817699958
SaddleBrooktownship,0.2814016907937695,0.4371793370894426,0.9113124094900101,0.9371282459115411
Newportcity,0.314513854577996,0.3100453768626117,0.7048860943491496,0.6335056878092948
Quincycity,0.27487810154743014,0.35634876699410956,0.8233729433591965,0.8645338122675217
Eagancity,0.28275267489178885,0.45164785965306975,0.8762492466731391,0.9242841504275925
MapleGrovecity,0.27389834539752,0.48164081647770046,0.9312291356222452,0.9510932184942862
RockHillcity,0.4574744772242312,0.282070013466595,0.6878797690990307,0.7106778972036525
Arvadacity,0.28989499311165823,0.39069045121679935,0.8227767932644213,0.9259593461264704
Monroecity,0.026671389786650995,0.2982862719059449,0.8433965732485258,0.9287363157166878
YubaCitycity,0.3242066912112662,0.23623817425483287,0.7144038570238754,0.8217183800487786
Pawtucketcity,0.2996226977107628,0.28217320710132676,0.7640354662244363,0.8118924400010709
Wichitacity,0.3359885773866512,0.2999526457479275,0.7596882721389377,0.6936126097632916
Denvilletownship,0.21828946444711084,0.5414838188040646,0.92527321316375,0.9812610755329215
Lancastercity,0.029354499376458593,0.2509280644033263,0.7842809674761443,0.954166894781978
Perriscity,0.17954603971575514,0.2766537276390114,0.7521638357112452,0.4163356151194282
SaltLakeCitycity,0.3006549612860012,0.25875763560353804,0.7356145968226356,0.7280078415369329
BlueSpringscity,0.28367558290505146,0.39943570103351583,0.8625972512083849,0.92631805558973
Americuscity,0.2877709934736117,0.1796473510831458,0.5788082291247779,0.8965253731972784
Bessemercity,0.554349431783819,0.18143368565313278,0.6341224499265636,0.3009545350025109
OakRidgecity,0.06702496804291477,0.33574651492309193,0.8033268036792657,0.886709709024163
Speedwaytown,0.29626392504638965,0.3284465731664299,0.7735981581389185,0.8594025670322355
Lakewoodcity,0.2751452964098272,0.31404584639488536,0.7969705723007541,0.9489094402786129
Jolietcity,0.4061831281863664,0.3124586478964211,0.7245112075716916,0.6357132994820291
Venicecity,0.2752342589925814,0.31286801313101464,0.6645066171124753,0.9615359365098544
Madisonvillecity,0.0913237527030896,0.23481319018913224,0.7369702020443301,0.7940532686574893
Corningcity,0.0373412987197536,0.2636809768257294,0.7651198888692811,0.9160332091646198
Zanesvillecity,0.0795489685764696,0.18196886614793162,0.6606659128865939,0.6374190881918078
PlantCitycity,0.15143678288179413,0.271269161339253,0.6939863853082174,0.539764633112149
WestLinncity,0.27524503010974716,0.4426813703406133,0.8774100086776955,0.936481699606242
Burnsvillecity,0.28122951364735443,0.42776006026471225,0.8573788397784765,0.9243509887667142
Muhlenbergtownship,0.2524636732718983,0.3512281536745671,0.9172551146258499,0.9018928585375394
RiverEdgeborough,0.27832414477060896,0.4913394631421962,0.952228446549617,0.9798200223077196
MorenoValleycity,0.39415212215450046,0.39694375589964487,0.8281800053839592,0.6866579755678245
Pierrecity,0.028351863421352905,0.30296848433327306,0.8129712694325374,0.943297003083183
Ramseyborough,0.2767643884482524,0.5873400576689868,0.9288989238721608,0.9286060108303203
CopperasCovecity,0.37225741225069603,0.27912732502280807,0.8161585687943662,0.9060246647017804
Ketteringcity,0.27313136155757095,0.36277178496005624,0.8614188729676618,0.9220276131474907
